!Series_platform_id	GPL21103			
GENE	rna	Mo~rep1	Oc~rep1	@OC_up
GM37500	0.371411752	8.264658291	10.98492951	
GM37501	0	0	0	
GM37502	0	0	0	
GM37503	-1.023882586	5.092061441	1.996021352	
GM37504	0	0	0.251909738	
GM37505	0	0	0	
GM37506	0	0	0	
GM37508	0	0	0	
GM37509	-0.784734772	0.722775572	0	
GM37510	-0.662994571	4.136885868	2.244282498	
GM37511	0	0	0	
GM37513	0	0	0	
GM37514	0	0	0	
GM37515	-0.274641411	76.9470811	63.43540374	
GM37516	0	0	0	
GM37517	0	0	0	
GM37518	-0.071438152	2.67590034	2.498313305	
GM37519	-0.252541495	0.487211439	0.248389629	
GM3752	0	0	0	
GM37520	0	0	0	
GM37521	0.017938098	1.463310847	1.494130221	
GM37522	-0.316954344	0.245697993	0	
GM37523	0	0	0	
GM37524	0	0	0	
GM37525	1.016492893	0.726588493	2.492880224	
GM37526	0	0	0	
GM37527	0	0	0	
GM37529	0.024630211	0.970194213	1.004118843	
GM37530	-0.316954344	0.245697993	0	
GM37531	0.190633862	0.974284297	1.253181631	
GM37533	0	0	0	
GM37534	0.466828531	2.429553558	3.739876	
GM37535	-0.316954344	0.245697993	0	
GM37536	0.021382744	1.216169369	1.249260701	
GM37537	0	0	0	
GM37538	0	0	0	
GM37539	-0.585403543	13.61213584	8.738446326	
GM37541	0	0	0	
GM37542	0.269189784	0.243605719	0.498707602	
GM37543	0	0	0	
GM37544	0	0	0	
GM37545	-0.309937759	0.239654217	0	
GM37547	0	0	0	
GM37548	0	0	0	
GM37549	0	0	0	
GM3755	-0.791647566	0.731050204	0	
GM37550	0	0	0	
GM37551	0.010056276	0.239654217	0.248325387	
GM37552	-0.793196256	0.732909432	0	
GM37553	-0.250507444	0.489303713	0.251909738	
GM37555	0	0	0	
GM37556	0	0	0	
GM37557	0	0	0	
GM37558	0.010056276	0.239654217	0.248325387	
GM37559	0	0	0	
GM3756	0.487899456	0.245697993	0.746968748	
GM37560	0.271677047	0.245697993	0.503819476	
GM37561	0	0	0	
GM37562	0.009601392	0.243605719	0.251909738	
GM37563	-0.653248057	0.966381292	0.250317973	
GM37564	0	0	0	
GM37565	0.029078837	0.96256837	1.002527078	
GM37566	0	0	0.500235125	
GM37567	-0.397281679	401.5431124	304.645987	
GM37568	-0.175095249	0.976515152	0.75061734	
GM37569	0	0	0	
GM3757	0	0	0	
GM37570	-0.751282147	19.19159765	10.99533061	
GM37571	0	0	0	
GM37572	0	0	0	
GM37573	0	0	0	
GM37574	0	0	0	
GM37575	0	0	0	
GM37576	0	0	0	
GM37577	0	0	0	
GM37578	-0.829345374	1.218123061	0.248325387	
GM37579	0	0	0.248389629	
GM37580	0	0	0	
GM37581	0.604130427	0.483121355	1.254436816	
GM37582	0	0	0	
GM37583	-0.611395185	7.79023354	4.753765047	
GM37584	0.519060997	3.177153024	4.985953172	
GM37585	0	0	0	
GM37586	0	0	0	
GM37587	0	0	0	
GM37588	-0.316954344	0.245697993	0	
GM37589	-1.093691924	4.860310229	1.745911475	
GM37590	0	0	0	
GM37591	0	0	0	
GM37592	-0.787354357	4.612060101	2.251659296	
GM37593	0	0	0.500635946	
GM37595	0	0	0	
GM37596	0	0	0	
GM37597	0	0	0	
GM37598	0	0	0.248325387	
GM37599	0	0	0	
GM3760	0	0	0	
GM37600	0.275312644	0.239654217	0.500299367	
GM37601	-0.676133568	6.571921551	3.73881354	
GM37602	0	0	0	
GM37603	0	0	0	
GM37604	-0.457079169	2.438338397	1.504690548	
GM37606	-0.420915475	5.346967343	3.740870367	
GM37607	-0.132955044	38.43433069	34.96259464	
GM37608	0	0	0	
GM37609	0	0	0	
GM37610	-0.394781868	0.972425068	0.500235125	
GM37611	0	0	0	
GM37612	-0.130507126	1.463959636	1.250852465	
GM37613	0	0	0	
GM37614	0	0	0	
GM37616	0	0	0	
GM37617	0	0	0	
GM37618	0	0	0.251909738	
GM37619	0	0	0	
GM37620	0	0	0	
GM37621	0.446533624	19.71525444	27.22996157	
GM37622	0	0	0	
GM37623	0	0	0	
GM37624	0	0	0	
GM37625	-1.767460976	25.35306907	6.740560871	
GM37626	0	0	0	
GM37627	0	0	0	
GM37628	-0.712406574	1.455685004	0.498707602	
GM37629	0	0	0	
GM37630	0	0	0	
GM37631	0	0	0	
GM37632	0	0	0.248325387	
GM37633	-0.435550433	1.70333669	0.998878486	
GM37634	-0.319093465	4.618658202	3.503766946	
GM37635	0	0	0	
GM37636	0	0	0	
GM37637	0.053412716	14.16044006	14.73224269	
GM37638	0	0	0	
GM37639	-0.341284543	1.224305419	0.755729214	
GM3764	-0.262966006	1.705195919	1.254436816	
GM37640	0	0	0.248389629	
GM37641	0	0	0	
GM37642	0	0	0	
GM37643	0	0	0	
GM37644	0	0	0	
GM37645	0.007765882	0.243605719	0.250317973	
GM37646	0	0	0.500299367	
GM37647	0	0	0	
GM37648	-1.191033857	2.42983072	0.502227711	
GM37649	0	0	0	
GM3765	0	0	0	
GM37650	0	0	0	
GM37651	0	0	0	
GM37652	-0.744068043	1.929321289	0.748961334	
GM37653	-0.314368381	0.243467138	0	
GM37654	0	0	0	
GM37655	-0.252615738	0.487211439	0.248325387	
GM37656	0	0	0	
GM37657	0	0	0	
GM37658	0	0	0	
GM37659	0	0	0	
GM37660	-0.210177524	9.985061778	8.495826358	
GM37661	0	0	0	
GM37662	0	0	0	
GM37663	0	0	0.755729214	
GM37664	0	0	0	
GM37665	0	0	0	
GM37666	0	0	0	
GM37667	0	0	0	
GM37668	0	0	0	
GM37669	-0.85474148	1.713193388	0.500299367	
GM37670	-0.789787124	0.728819349	0	
GM37671	0	0	0.251909738	
GM37672	0	0	0	
GM37673	-0.374740238	8.754428094	6.523046728	
GM37674	0.264783282	0.245697993	0.496650775	
GM37675	0	0	0	
GM37676	0.403867736	212.4096453	281.3516609	
GM37677	0.402106349	4.848178559	6.727992587	
GM37678	0.213063541	0.722775572	0.996950142	
GM37679	0	0	0	
GM37681	0	0	0	
GM37682	0	0	0	
GM37684	0	0	0	
GM37685	0.011316218	0.486934277	0.498643361	
GM37686	0	0	0	
GM37687	0	0	0	
GM37688	0	0	0	
GM37689	-0.178275309	0.976748197	0.746968748	
GM37690	0	0	0	
GM37691	-0.578401151	13.17327461	8.4919208	
GM37692	0	0	0	
GM37693	0	0	0	
GM37694	-1.567660129	16.06633059	4.757413639	
GM37695	0	0	0	
GM37696	-1.505217113	184.1914206	64.2387096	
GM37697	0.33825524	62.23091802	78.93821762	
GM37698	0	0	0	
GM37700	0	0	0	
GM37701	0	0	0	
GM37702	-0.895799063	14.80287555	7.493246558	
GM37703	-0.78804007	0.726727075	0	
GM37705	0	0	0	
GM37706	0.340566711	1.953124768	2.73940575	
GM37707	0	0	0	
GM37708	0	0	0	
GM37709	0	0	0	
GM37710	0.022946354	1.703103645	1.74644078	
GM37711	0	0	0	
GM37712	0	0	0	
GM37713	-0.314368381	0.243467138	0	
GM37714	0.02142291	0.722914153	0.748688996	
GM37715	0	0	0	
GM37716	0.207593649	0.732770851	1.000935313	
GM37717	-0.316954344	0.245697993	0	
GM37718	-0.43620669	1.705195919	0.999343548	
GM37719	0	0	0	
GM37720	0	0	0	
GM37721	0	0	0	
GM37722	0	0	0	
GM37723	0	0	0	
GM37724	-0.440573776	27.5102783	20.00755624	
GM37725	0	0	0	
GM37726	-1.549850469	4.852640269	0.998942727	
GM37727	0	0	0	
GM37728	0	0	0	
GM37729	0.019952415	1.216402414	1.247268115	
GM37730	-0.662688417	0.976237989	0.248389629	
GM37731	0	0	0	
GM37732	0	0	0	
GM37733	-0.394801494	1.954706834	1.247332356	
GM37734	0	0	0	
GM37735	-0.574637992	0.489303713	0	
GM37736	0	0	0	
GM37737	0	0	0	
GM37738	-0.349863202	14.58665318	11.23019985	
GM37739	0	0	0	
GM37740	0	0	0	
GM37741	0	0	0	
GM37742	0.01419279	0.239654217	0.251909738	
GM37743	0	0	0	
GM37744	-1.298282547	1.459359345	0	
GM37745	0.313443537	1.213799932	1.751023349	
GM37746	-0.30735273	12.58299037	9.976730507	
GM37747	0	0	0	
GM37748	0	0	0.745040404	
GM37749	0	0	0	
GM37750	0	0	0	
GM37751	0	0	0.251909738	
GM37752	0	0	0	
GM37753	0	0	0	
GM37754	0	0	0	
GM37755	-0.552358611	2.673669485	1.505091369	
GM37756	-0.282819292	77.36429445	63.41412881	
GM37757	0	0	0	
GM37758	-0.191469353	8.990786923	7.749065706	
GM37759	-1.150458105	1.219843709	0	
GM37760	-0.144731895	13.34877261	11.97914581	
GM37761	1.597463752	8.747641065	28.49742022	
GM37762	0	0	0	
GM37763	0	0	0	
GM37764	-0.270564346	1.711239695	1.247604694	
GM37765	0	0	0	
GM37766	0	0	0	
GM37767	0.023257395	1.705195919	1.749159246	
GM37768	-0.286185251	26.68461995	21.70325992	
GM37769	0	0	0	
GM37770	0	0	0	
GM37771	0	0	0	
GM37772	0	0	0	
GM37773	-0.316954344	0.245697993	0	
GM37774	0	0	0	
GM37775	0.819263133	9.734756167	17.94152587	
GM37776	-0.093292223	2.192268777	1.99237276	
GM37777	0	0	0	
GM37778	0	0	0	
GM37779	0.188201765	0.972425068	1.247268115	
GM37780	-0.216045646	12.38201969	10.52087447	
GM37781	0	0	0	
GM37782	0	0	0	
GM37783	0.134002043	1.955122577	2.242754975	
GM37784	0	0	0	
GM37785	-0.714700972	1.462100407	0.500235125	
GM37786	-1.116780195	1.707288193	0.248389629	
GM37787	-1.422931372	13.08020441	4.251264998	
GM37788	-0.546920482	15.7547495	10.46828478	
GM37789	0.504763604	3.39239909	5.232334843	
GM37790	0.373778794	0.732909432	1.245404012	
GM37791	0	0	0	
GM37792	-0.981127204	0.974007134	0	
GM37793	0	0	0	
GM37795	-0.576816096	136.9367314	91.47854403	
GM37796	0	0	0	
GM37798	0	0	0	
GM37799	-0.314368381	0.243467138	0	
GM378	0	0	0	
GM37800	-0.050028167	3.658087641	3.499328231	
GM37801	-0.252615738	0.487211439	0.248325387	
GM37802	-0.309937759	0.239654217	0	
GM37803	0	0	0	
GM37804	0.210553182	0.730539996	1.002462836	
GM37805	0	0	0	
GM37806	-0.316954344	0.245697993	0	
GM37807	0	0	0	
GM37808	0	0	0	
GM37809	0	0	0.248389629	
GM37811	0	0	0.496650775	
GM37812	0.532529968	0.730539996	1.503163024	
GM37813	-0.176646239	0.974517342	0.746968748	
GM37814	0	0	0	
GM37815	0	0	0	
GM37817	0	0	0.250317973	
GM37818	0.009386138	0.487072858	0.496779258	
GM37819	-0.391143389	1.949311846	1.248924121	
GM37820	-0.316954344	0.245697993	0	
GM37821	0	0	0	
GM37822	0.543418749	1.22244619	2.239042141	
GM37824	0.338158968	4.127633842	5.48205927	
GM37825	0	0	0	
GM37826	0	0	0	
GM37827	0	0	0	
GM37828	0	0	0	
GM37829	-0.635505042	28.90962185	18.25328512	
GM37830	0	0	0	
GM37831	0	0	0	
GM37832	0	0	0	
GM37833	0.007765882	0.243605719	0.250317973	
GM37834	-0.912860769	12.18085899	6.000760824	
GM37835	0	0	0	
GM37836	0	0	0	
GM37837	0	0	0	
GM37838	0	0	0	
GM37839	0	0	0	
GM37840	0	0	0	
GM37841	0	0	0	
GM37842	-0.574503742	0.489165132	0	
GM37843	0	0	0	
GM37844	1.340751214	0.972563649	3.996171731	
GM37845	0	0	0	
GM37846	-0.694937353	85.50617277	52.43798945	
GM37847	0	0	0	
GM37848	0	0	0	
GM37849	0	0	0.251909738	
GM37850	0.82511422	1.959029963	4.242440291	
GM37851	0	0	0	
GM37852	0	0	0	
GM37853	0	0	0	
GM37854	0.222561827	5.868027887	7.013640133	
GM37855	0	0	0	
GM37856	0	0	0	
GM37857	0	0	0	
GM37858	-0.314529156	0.243605719	0	
GM37859	-0.314368381	0.243467138	0	
GM3786	0	0	0	
GM37860	-0.462471189	0.725006427	0.251909738	
GM37861	0.016525955	0.730678577	0.75061734	
GM37862	0	0	0	
GM37863	0	0	0	
GM37864	0.377938385	0.730678577	1.248988363	
GM37865	0	0	0	
GM37866	0	0	0	
GM37867	0.321129238	2.200404827	2.998291464	
GM37868	0.613031728	1.942619281	3.500647658	
GM37869	0	0	0	
GM37870	0	0	0	
GM37871	0	0	0	
GM37872	0	0	0	
GM37873	-0.309937759	0.239654217	0	
GM37875	0	0	0	
GM37876	-0.572340881	0.486934277	0	
GM37877	0	0	0.251909738	
GM37878	0	0	0	
GM37879	-0.314368381	0.243467138	0	
GM3788	-0.314529156	0.243605719	0	
GM37880	-0.708341911	1.457128489	0.503819476	
GM37881	0	0	0	
GM37882	0	0	0	
GM37883	0	0	0	
GM37884	0	0	0	
GM37885	0.215420727	283.2510579	329.027546	
GM37886	-0.311464174	4.884579798	3.741932828	
GM37887	0	0	0	
GM37889	0	0	0	
GM37890	0	0	0	
GM37891	0	0	0.995358377	
GM37892	0	0	0	
GM37893	-0.792268428	53.94919183	30.72961101	
GM37894	-0.576663365	0.491395987	0	
GM37895	0	0	0	
GM37896	0	0	0	
GM37897	-0.394618725	0.972286487	0.500299367	
GM37898	0	0	0	
GM37899	0.024336966	1.944339928	1.994429587	
GM379	0	0	0	
GM37900	0.169502456	3.893557311	4.503639799	
GM37901	0	0	0	
GM37902	-0.07540874	6.116744105	5.754311059	
GM37903	0.117423519	7.294697123	7.998052734	
GM37904	0	0	0	
GM37905	0.960497286	4.386812526	9.482632366	
GM37906	-0.64174201	2.905464814	1.503163024	
GM37907	0	0	0	
GM37908	0	0	0	
GM37909	-1.110403386	6.556677192	2.499984683	
GM37910	0	0	0	
GM37911	0	0	0	
GM37912	-0.246674518	0.48535221	0.251909738	
GM37913	-0.109867475	1.700734209	1.502697962	
GM37914	-0.479707585	8.04964527	5.489708406	
GM37915	0.480275442	0.972425068	1.751552653	
GM37916	0.003113933	0.245697993	0.248389629	
GM37917	-0.514744845	59.9347014	41.64921566	
GM37918	0	0	0	
GM37920	0	0	0	
GM37921	0	0	0	
GM37922	0	0	0	
GM37923	0	0	0	
GM37924	-0.8192516	1.20617409	0.250317973	
GM37925	0	0	0	
GM37926	-0.780727808	2.440336206	1.002527078	
GM37927	0	0	0	
GM37928	0	0	0	
GM37929	0	0	0	
GM37930	0	0	0	
GM37931	-0.45274206	4.13516522	2.752022904	
GM37932	-0.70082755	9.970691927	5.74938039	
GM37933	-0.233440255	1.938667779	1.499642915	
GM37934	-0.316954344	0.245697993	0	
GM37935	0	0	0	
GM37936	0	0	0	
GM37937	0	0	0	
GM37939	-0.026601259	150.0412754	147.2818061	
GM37940	0.219458701	2.430202346	2.993773136	
GM37941	0	0	0	
GM37942	0	0	0	
GM37943	-0.314529156	0.243605719	0	
GM37944	0	0	0	
GM37945	0.011047327	0.487211439	0.498643361	
GM37946	0	0	0	
GM37947	0	0	0	
GM37948	0	0	0	
GM37949	0	0	0.995422618	
GM37950	0	0	0	
GM37951	0	0	0	
GM37952	0	0	0	
GM37953	0.007926658	0.243467138	0.250317973	
GM37954	-0.281530002	75.2249264	61.71162266	
GM37955	0	0	0	
GM37956	0	0	0	
GM37957	0	0	0	
GM37958	0	0	0	
GM37959	0.591591375	0.491395987	1.247396598	
GM37960	-0.65872731	0.976376571	0.251909738	
GM37961	0	0	0	
GM37962	0.567787026	1.699152143	3.000813354	
GM37963	-0.047692255	20.94984586	20.23609578	
GM37964	0.598253049	0.487072858	1.251253286	
GM37965	0	0	0	
GM37966	0	0	0	
GM37967	-0.574503742	0.489165132	0	
GM37968	-0.510193189	7.550484859	5.003538345	
GM37969	0	0	0	
GM37970	0	0	0	
GM37971	0	0	0	
GM37972	0	0	0	
GM37973	0.015462299	1.21798448	1.241883903	
GM37974	0	0	0	
GM37975	0.01356904	0.730678577	0.74703299	
GM37976	0	0	0	
GM37977	0	0	0	
GM37978	-0.316954344	0.245697993	0	
GM37979	-0.676109937	2.194499632	0.999279307	
GM37980	0	0	0	
GM37981	-0.314368381	0.243467138	0	
GM37982	0	0	0	
GM37983	0.547881802	1.221935983	2.248331911	
GM37984	0	0	0	
GM37985	-0.417821211	44.71913697	33.22325447	
GM37986	-0.561856986	1.953030303	1.000470251	
GM37987	-0.309937759	0.239654217	0	
GM37988	0.582358613	39.33467969	59.39291931	
GM37989	0	0	0	
GM37990	0	0	0	
GM37991	0	0	0	
GM37993	-0.65736949	0.974517342	0.251909738	
GM37994	0	0	0	
GM37995	-0.316954344	0.245697993	0	
GM37996	0	0	0	
GM37997	0	0	0	
GM37998	0	0	0	
GM37999	0	0	0	
GM38000	0	0	0	
GM38001	0	0	0	
GM38002	0	0	0	
GM38003	0	0	0	
GM38004	0	0	0	
GM38005	-0.441891596	3.416807241	2.251515441	
GM38006	0	0	0	
GM38007	0	0	0	
GM38008	0	0	0	
GM38009	0	0	0.248389629	
GM38010	0	0	0	
GM38011	0	0	0	
GM38012	0	0	0	
GM38013	0	0	0	
GM38014	-0.968469506	1.942619281	0.503819476	
GM38015	0	0	0	
GM38016	0	0	0	
GM38017	0	0	0	
GM38018	0	0	0	
GM38019	-0.570805067	0.48535221	0	
GM38020	-0.151974567	7.048255877	6.243573517	
GM38021	-0.464025302	0.726865656	0.251909738	
GM38022	0.008910657	0.491395987	0.500635946	
GM38024	-0.137471513	3.398675912	2.99888501	
GM38025	-0.559211301	15.53504173	10.22188774	
GM38026	-0.980071853	0.972563649	0	
GM38027	0	0	0	
GM38028	0	0	0	
GM38029	-0.376327462	2.895841161	2.001341322	
GM38030	0	0	0	
GM38031	0	0	0	
GM38032	0	0	0	
GM38033	-0.509334048	7.523291529	4.988009999	
GM38034	0.333094025	3.164832426	4.246489704	
GM38035	0	0	0	
GM38036	-0.252615738	0.487211439	0.248325387	
GM38037	-0.277128418	6.567044097	5.244566548	
GM38038	0	0	0	
GM38039	0	0	0	
GM38040	-0.469042772	0.730678577	0.250317973	
GM38041	0	0	0	
GM38042	-0.250811032	0.48535221	0.248325387	
GM38043	-0.651126478	2.919367478	1.495786227	
GM38044	0	0	0	
GM38045	0	0	0	
GM38046	0.182848212	0.978468844	1.245804833	
GM38047	0.55506527	3.412855739	5.483522552	
GM38048	0.177911607	3.636748063	4.24529876	
GM38049	0	0	0	
GM38050	-1.447695479	38.59965803	13.51749455	
GM38051	0	0	0	
GM38053	0	0	0	
GM38054	0	0	0	
GM38055	0	0	0	
GM38056	-0.160201901	21.90041491	19.49357726	
GM38057	0.165186349	9.247544728	10.49068366	
GM38058	-0.219145167	18.46678125	15.72341165	
GM38059	0	0	0	
GM38060	0	0	0	
GM38061	0	0	0	
GM38062	0.005699896	0.243467138	0.248389629	
GM38063	0	0	0	
GM38064	0	0	0	
GM38065	0.346935835	1.942619281	2.742589279	
GM38066	0	0	0	
GM38067	-0.602180938	2.414301872	1.249196459	
GM38068	0	0	0	
GM38069	-0.824089295	1.216402414	0.251909738	
GM3807	0.873797603	1.451733502	3.492753076	
GM38070	-0.222536595	19.71098166	16.75049603	
GM38071	0	0	0	
GM38072	0	0	0	
GM38073	0	0	0	
GM38074	0	0	0	
GM38075	-0.345559543	1.221797401	0.748560513	
GM38076	0	0	0	
GM38077	0.044454578	37.26121101	38.45852739	
GM38078	0	0	0	
GM38079	0.449224771	3.397655497	5.004147262	
GM38080	-1.555230302	1.93880636	0	
GM38081	-0.784850819	0.722914153	0	
GM38082	-0.80033295	2.923224516	1.25278081	
GM38083	0	0	0	
GM38084	0	0	0	
GM38085	-0.206013584	3.89309745	3.24197004	
GM38086	0	0	0	
GM38087	0	0	0	
GM38088	0	0	0	
GM38089	-0.152781655	1.218261643	0.995358377	
GM3809	0.175870601	3.645307183	4.247552165	
GM38090	0	0	0	
GM38091	-1.233559067	6.062532816	2.003462391	
GM38092	0	0	0	
GM38093	0	0	0	
GM38094	0	0	0	
GM38095	0	0	0	
GM38096	0	0	0	
GM38097	0	0	0	
GM38098	0	0	0	
GM38099	-0.800165224	31.60091246	17.72216299	
GM381	0	0	0	
GM3810	0	0	0	
GM38100	-0.314529156	0.243605719	0	
GM38101	0	0	0	
GM38102	-0.644090245	36.4929354	22.99158607	
GM38103	0	0	0	
GM38104	-1.188169069	2.41848642	0.500235125	
GM38105	0	0	0	
GM38106	0	0	0	
GM38107	0	0	0	
GM38108	0	0	0	
GM38109	0.003113933	0.245697993	0.248389629	
GM38110	-0.542538722	24.0981217	16.23140903	
GM38111	0.654340373	1.702965064	3.254186374	
GM38113	0	0	0	
GM38114	-0.467125798	4.878674603	3.25265885	
GM38115	-0.316954344	0.245697993	0	
GM38116	0	0	0	
GM38117	0	0	0	
GM38118	0	0	0	
GM38119	0	0	0	
GM38120	-0.138802871	3.404348062	3.000348291	
GM38121	0	0	0	
GM38122	0	0	0.251909738	
GM38123	-0.232836063	4.878164395	4.002085247	
GM38124	0	0	0	
GM38125	0	0	0	
GM38126	0.207127133	0.735001706	1.002863657	
GM38127	0	0	0	
GM38128	-0.561516873	21.10938571	13.98108453	
GM38130	0.342029128	1.953124768	2.743198197	
GM38131	0	0	0	
GM38132	0	0	0	
GM38133	0	0	0	
GM38134	-0.309937759	0.239654217	0	
GM38135	0	0	0	
GM38136	0	0	0	
GM38137	1.274742417	0.239654217	1.999412978	
GM38138	0	0	0	
GM38139	0	0	0	
GM38140	0	0	0	
GM38141	0	0	0	
GM38142	0.384600068	0.722914153	1.249260701	
GM38143	0.438320722	1.212217866	1.997613117	
GM38144	0	0	0	
GM38145	0	0	0	
GM38146	0	0	0	
GM38147	0	0	0.248389629	
GM38148	-1.382884782	12.67708831	4.244497118	
GM38149	0	0	0	
GM38150	0.277513003	1.465680283	1.988659927	
GM38151	0	0	0	
GM38152	0	0	0	
GM38153	0	0	0	
GM38154	0	0	0	
GM38155	-0.277944501	17.79597878	14.50227062	
GM38156	0	0	0	
GM38157	-0.207718327	0.734863125	0.502227711	
GM38158	-1.206858219	62.40991388	26.4698722	
GM38159	0	0	0	
GM38160	0.600855441	0.483121355	1.249324942	
GM38161	-0.572340881	0.486934277	0	
GM38162	-1.287174979	2.666182223	0.502227711	
GM38163	0	0	0.250317973	
GM38164	0	0	0	
GM38165	0	0	0	
GM38166	0	0	0	
GM38167	-0.574637992	0.489303713	0	
GM38168	0	0	0	
GM38169	0	0	0	
GM38170	0	0	0	
GM38171	-1.435880887	1.705473082	0	
GM38172	0	0	0	
GM38173	0	0	0	
GM38174	0	0	0	
GM38177	0.480065268	0.972425068	1.751151832	
GM38178	-0.563408018	1.956799108	1.000871072	
GM38180	0	0	0	
GM38181	0	0	0	
GM38182	1.316024399	1.210358638	4.50333011	
GM38183	0	0	0	
GM38184	0	0	0	
GM38185	0	0	0	
GM38186	0	0	0	
GM38187	-0.997986512	11.44292106	5.230149533	
GM38188	0.028707006	2.921598333	3.000412533	
GM38189	0	0	0	
GM38190	-0.789750159	20.19722303	11.26141191	
GM38191	0	0	0	
GM38192	-0.076810557	2.683664764	2.492672127	
GM38194	-0.197220659	741.0646346	646.2505086	
GM38195	0.229625631	2.196591906	2.748101974	
GM38197	0	0	0	
GM38198	-0.684004719	3.408671191	1.744111614	
GM38199	0	0	0	
GM382	0	0	0	
GM38200	0	0	0	
GM38201	0	0	0	
GM38203	0	0	0	
GM38204	-0.977077339	0.968473566	0	
GM38205	0	0	0	
GM38207	-1.354693409	2.192501822	0.248325387	
GM38208	0	0	0	
GM38209	0	0	0	
GM38210	0	0	0	
GM38211	0	0	0	
GM38212	0	0	0	
GM38213	0	0	0	
GM38214	0.270882021	0.243467138	0.500299367	
GM38215	0.20971392	10.22415434	11.98027251	
GM38216	0	0	0	
GM38217	0	0	0	
GM38218	-0.714387889	1.455685004	0.496650775	
GM3822	0	0	0.248325387	
GM38220	-0.350713547	15.85740547	12.21951237	
GM38221	0	0	0	
GM38223	0	0	0	
GM38224	-0.247622574	8.498363195	7.000312469	
GM38225	0	0	0	
GM38226	-0.33463833	6.555605333	4.991465866	
GM38227	-0.38450192	1.93880636	1.251253286	
GM38228	0.178832841	3.416574196	3.999419502	
GM38229	0	0	0	
GM38230	0	0	0	
GM38231	0	0	0	
GM38232	0	0	0	
GM38233	0	0	0	
GM38234	0	0	0	
GM38235	0	0	0.250317973	
GM38236	0.025644651	1.20617409	1.245740592	
GM38237	0	0	0	
GM38238	0	0	0	
GM38240	0.010130519	0.239654217	0.248389629	
GM38241	-0.314529156	0.243605719	0	
GM38242	0	0	0	
GM38243	-0.756083969	5.339480081	2.753614669	
GM38244	-0.570581438	8.296830865	5.25997793	
GM38245	-0.209571441	0.734863125	0.500299367	
GM38246	-1.115534535	6.576113424	2.496528816	
GM38247	0	0	0	
GM38248	-1.763234081	169.3882844	49.19418216	
GM38249	0	0	0	
GM38250	-0.475643859	5.596522375	3.743861172	
GM38251	-0.654308776	0.970332794	0.251909738	
GM38252	0	0	0	
GM38253	-0.482420944	24.80713319	17.47211351	
GM38254	0	0	0	
GM38255	0	0	0	
GM38256	0	0	0	
GM38257	-0.9760688	1.459497926	0.250317973	
GM38258	0	0	0	
GM38259	0	0	0	
GM38260	0	0	0	
GM38261	0	0	0.251909738	
GM38262	-0.316954344	0.245697993	0	
GM38263	0.377074342	1.696921288	2.502506573	
GM38264	-0.314529156	0.243605719	0	
GM38265	0.640885387	12.93901538	20.73490882	
GM38266	0	0	0	
GM38268	0.005539121	0.243605719	0.248389629	
GM38269	0.611588076	0.96256837	1.998687097	
GM38270	0	0	0	
GM38271	1.010963981	207.1442128	418.4641247	
GM38272	0	0	0	
GM38273	-0.314529156	0.243605719	0	
GM38274	0	0	0	
GM38275	-1.170708604	13.6181355	5.493421239	
GM38276	0	0	0	
GM38277	0.683522752	0.243467138	0.997078625	
GM38278	-0.572609772	0.487211439	0	
GM38279	-0.119699715	50.56879425	46.46284559	
GM3828	0	0	0	
GM38280	0	0	0	
GM38281	0	0	0	
GM38282	0	0	0	
GM38283	-0.464782541	0.722914153	0.248389629	
GM38284	-0.451817384	5.843203992	4.003211949	
GM38285	0	0	0	
GM38286	0	0	0	
GM38287	0.01676715	0.970332794	0.993365791	
GM38288	0	0	0	
GM38289	0.172731567	1.220353916	1.502762203	
GM38290	0	0	0	
GM38291	0	0	0	
GM38292	-0.39738188	0.978607426	0.502227711	
GM38293	-0.073115366	2.420345649	2.251322716	
GM38294	0	0	0	
GM38295	0	0	0	
GM38296	0	0	0	
GM38297	0.013090024	0.483259936	0.496779258	
GM38298	0	0	0	
GM38299	0.036084008	3.385006293	3.496065088	
GM3830	-1.436774621	1.707149612	0	
GM38300	-0.587335486	3.886120396	2.252060117	
GM38301	0	0	0	
GM38302	-2.541840668	9.224164319	0.755729214	
GM38303	0.307722674	1.217335691	1.744512435	
GM38304	-0.314368381	0.243467138	0	
GM38305	-0.572609772	0.487211439	0	
GM38306	0	0	0	
GM38307	0	0	0	
GM38308	0.007765882	0.243605719	0.250317973	
GM38309	-0.744185275	4.856220145	2.496192236	
GM38311	0	0	0	
GM38312	-0.072734059	83.35074186	79.2035835	
GM38313	-0.290908958	2.668135916	1.998286276	
GM38314	0	0	0	
GM38315	0	0	0	
GM38316	-0.582839749	543.5450121	362.5645561	
GM38317	0	0	0	
GM38318	0	0	0	
GM38319	-0.278248184	6.573969707	5.245432431	
GM38320	-0.472642043	0.735001706	0.250317973	
GM38321	0	0	0	
GM38322	-0.314529156	0.243605719	0	
GM38323	0	0	0	
GM38324	0	0	0	
GM38325	0	0	0	
GM38326	0	0	0	
GM38327	0.021422676	1.703475272	1.74391889	
GM38328	0	0	0	
GM38329	-0.562648215	1.952986186	0.999343548	
GM38330	0	0	0	
GM38331	-0.399221485	5.586388515	3.994243387	
GM38332	0	0	0	
GM38333	0	0	0	
GM38334	0	0	0	
GM38335	-0.778378762	4.138562398	1.995892869	
GM38336	-1.332778147	51.21691435	19.7302722	
GM38337	0	0	0	
