!Series_platform_id	GPL21103			
GENE	rna	WT~RANKL	Foxo3~RANKL	@OC_up
MZT1	0.073157686	22.615401	23.792301	
MZF1	0.201221064	0.172066	0.199316	
MZB1	-2.54052533	0.0481859	1.00E-06	
MYZAP	0.357180883	0.0889515	0.116749	
MYT1L	0	1.00E-06	1.00E-06	
MYT1	0.964982465	1.00E-06	0.00952235	
MYSM1	-0.175400965	5.230891	4.630921	
MYRIP	0	1.00E-06	1.00E-06	
MYRFL	2.059685144	1.00E-06	0.0316937	
MYRF	-0.189340757	0.083265	0.071794	
MYPOP	0.675225022	0.443303	0.713855	
MYPN	-0.057975855	0.0379981	0.0361075	
MYOZ3	0.416991532	0.0343059	0.0491546	
MYOZ2	0	1.00E-06	1.00E-06	
MYOZ1	-0.102646822	0.288658	0.268147	
MYOT	0	1.00E-06	1.00E-06	
MYOM3	1.355713557	0.011458	0.0449161	
MYOM2	0	1.00E-06	1.00E-06	
MYOM1	-0.111241046	0.170235	0.15686	
MYOG	0	1.00E-06	1.00E-06	
MYOF	0.023825735	90.508401	92.015701	
MYOD1	0	1.00E-06	1.00E-06	
MYOCD	0	1.00E-06	1.00E-06	
MYOC	0	1.00E-06	1.00E-06	
MYO9B	-0.083207807	39.971401	37.730701	
MYO9A	-0.309291576	2.930941	2.363451	
MYO7B	-0.146211278	0.00502299	0.00357508	
MYO7A	-0.682532699	6.953371	4.328671	
MYO6	-0.006612552	2.948681	2.935151	
MYO5C	-0.372241589	0.0408964	0.0293216	
MYO5B	-0.549352383	0.00972213	0.00347666	
MYO5A	-0.296850965	45.537001	37.066501	
MYO3B	-0.870936253	0.024126	0.00865982	
MYO3A	0	1.00E-06	1.00E-06	
MYO1H	-0.280834772	0.111858	0.0903031	
MYO1G	-0.037704371	32.475501	31.637501	
MYO1F	-0.167853082	134.803001	119.996001	
MYO1E	0.028685661	119.199001	121.593001	
MYO1D	0.009672903	120.990001	121.804001	
MYO1C	0.057129663	60.959801	63.422601	
MYO1B	0.044907157	70.756201	72.993601	
MYO1A	-1.025019225	0.0103519	1.00E-06	
MYO19	0.337366849	2.097281	2.652441	
MYO18B	-0.550965319	0.30296	0.203615	
MYO18A	0.073749785	17.853201	18.790101	
MYO16	0.475142591	0.00522083	0.0111578	
MYO15	-0.128038368	0.00416447	0.00296155	
MYO10	-0.073241725	46.385801	44.089201	
MYNN	0.041474914	6.117801	6.296521	
MYLPF	-0.279549076	1.208451	0.993819	
MYLK4	-0.321571326	0.0938112	0.0730695	
MYLK3	-0.234928582	0.0113602	0.00815034	
MYLK2	1.713538357	1.00E-06	0.0227997	
MYLK	-0.257071855	0.0369784	0.0293108	
MYLIP	-0.311717786	10.520001	8.473831	
MYL9	-1.02311266	0.888833	0.432274	
MYL7	0	1.00E-06	1.00E-06	
MYL6B	-0.331076349	1.030931	0.817481	
MYL6	0.068962228	705.437001	739.977001	
MYL4	0.484624353	0.127956	0.183031	
MYL3	0	1.00E-06	1.00E-06	
MYL2	-0.405742246	0.0736456	0.0531397	
MYL12B	0.111622399	107.632001	116.291001	
MYL12A	-0.174245602	77.092601	68.320701	
MYL10	-0.15445315	0.332342	0.297585	
MYL1	-2.708369668	0.0553648	1.00E-06	
MYH9	-0.057706777	76.975701	73.957101	
MYH8	0	1.00E-06	1.00E-06	
MYH7B	0	1.00E-06	1.00E-06	
MYH7	0.43633743	1.00E-06	0.003533	
MYH6	0.267390962	0.166129	0.201994	
MYH4	0	1.00E-06	1.00E-06	
MYH3	-1.30700444	0.0147452	1.00E-06	
MYH2	0	1.00E-06	1.00E-06	
MYH15	1.049026442	1.00E-06	0.0106934	
MYH14	0.287160634	0.0278902	0.036235	
MYH13	0	1.00E-06	1.00E-06	
MYH11	0.401487296	1.00E-06	0.00321001	
MYH10	-0.361331858	0.0814904	0.0612203	
MYH1	0	1.00E-06	1.00E-06	
MYG1	0.013393876	14.281601	14.414901	
MYF6	0	1.00E-06	1.00E-06	
MYF5	0	1.00E-06	1.00E-06	
MYEOV2	0.15112603	147.913001	164.249001	
MYEF2	0.023320333	6.089741	6.189141	
MYD88	0.061431636	31.115901	32.469901	
MYCT1	0	1.00E-06	1.00E-06	
MYCS	0	1.00E-06	1.00E-06	
MYCN	0	1.00E-06	1.00E-06	
MYCL1	0.297231315	6.278421	7.717111	
MYCBPAP	-0.999003292	0.0909978	0.0405338	
MYCBP2	-0.332938556	5.215001	4.138221	
MYCBP	0.215333317	12.864901	14.937401	
MYC	-0.1359612	21.745301	19.788701	
MYBPHL	0	1.00E-06	1.00E-06	
MYBPH	0	1.00E-06	1.00E-06	
MYBPC3	-0.371168786	0.221194	0.168749	
MYBPC2	0.624406465	0.00899283	0.0192789	
MYBPC1	0.909605863	0.00879659	0.02531	
MYBL2	-0.031020507	2.253041	2.204901	
MYBL1	0.098719069	2.821171	3.021681	
MYBBP1A	0.030604341	44.257901	45.207001	
MYB	-0.143981025	0.0926609	0.08291	
MYADML2	-0.94241788	0.115648	0.0553822	
MYADM	0.14059022	88.190001	97.217801	
MXRA8	-0.465382921	0.159131	0.112498	
MXRA7	2.815125791	1.00E-06	0.0603851	
MXI1	-0.40027824	9.328561	7.065941	
MXD4	-0.23451491	33.482801	28.457901	
MXD3	-0.225076937	3.666551	3.135471	
MXD1	-0.244592931	4.265901	3.599091	
MX2	-0.492034159	1.187011	0.841101	
MX1	0.047535113	2.409871	2.490931	
MVP	0.112345011	152.366001	164.706001	
MVK	0.222999965	7.125641	8.318421	
MVD	0.413911289	21.936301	29.228901	
MVB12B	-0.147801876	11.945801	10.781601	
MVB12A	0.102150361	33.495901	35.954301	
MUTYH	0.349473933	1.182721	1.509641	
MUT	0.158007225	22.503301	25.109101	
MUSTN1	-0.024532854	2.562191	2.518821	
MUSK	0.679935849	0.0111456	0.0238767	
MUS81	0.148428776	8.082711	8.959651	
MURC	0	1.00E-06	1.00E-06	
MUM1L1	0.435421774	0.293171	0.39998	
MUM1	0.01675644	7.480761	7.568271	
MUL1	0.075971099	23.267101	24.525701	
MUG2	0	1.00E-06	1.00E-06	
MUG1	0	1.00E-06	1.00E-06	
MUC6	0.676858751	1.00E-06	0.00598815	
MUC5B	0	1.00E-06	1.00E-06	
MUC5AC	0	1.00E-06	1.00E-06	
MUC4	0	1.00E-06	1.00E-06	
MUC20	1.595440553	1.00E-06	0.0202217	
MUC2	0.655603477	0.0102093	0.0218352	
MUC19	0	1.00E-06	1.00E-06	
MUC15	0	1.00E-06	1.00E-06	
MUC13	-0.252337668	0.0132718	0.00953749	
MUC1	-0.296709778	0.0176885	0.0125414	
MTX3	0.158018323	4.791151	5.346901	
MTX2	0.186348175	70.469501	80.187201	
MTX1	0.058234859	42.139901	43.876101	
MTUS2	0.111519952	0.0579281	0.0633872	
MTUS1	0.143235493	5.383321	5.946271	
MTTP	0.143474581	0.861587	0.952722	
MTSS1L	-0.988584165	0.150267	0.0707701	
MTSS1	-0.211161298	55.757401	48.164201	
MTRR	0.153259995	6.436671	7.159211	
MTRF1L	0.049268944	4.481881	4.637931	
MTRF1	-0.049493026	4.080241	3.942301	
MTR	0.084178904	14.473001	15.343201	
MTPN	-0.050714196	106.991001	103.295001	
MTPAP	0.009760771	16.694501	16.807901	
MTOR	0.01190549	8.296381	8.365211	
MTO1	0.225685144	12.562901	14.691901	
MTNR1B	0	1.00E-06	1.00E-06	
MTNR1A	0	1.00E-06	1.00E-06	
MTMR9	-0.134430366	14.443101	13.157201	
MTMR7	0.133150728	1.105051	1.212861	
MTMR6	-0.103614396	39.140601	36.427401	
MTMR4	0.017918174	12.872701	13.033701	
MTMR3	-0.021888924	29.230801	28.790501	
MTMR2	0.035964675	19.968501	20.472801	
MTMR14	-0.07067567	17.449401	16.614701	
MTMR12	0.00783343	8.025651	8.069401	
MTMR11	0.357497281	1.494011	1.916941	
MTMR10	-0.288020229	11.820101	9.679151	
MTMR1	0.197517706	19.188001	22.004801	
MTM1	-0.007407417	13.599901	13.530201	
MTL5	-0.992378911	0.330035	0.160918	
MTIF3	0.214002803	6.230701	7.228601	
MTIF2	0.033083091	16.742601	17.131201	
MTHFSD	-0.031524051	9.345131	9.142931	
MTHFS	0.246590562	12.593001	14.942201	
MTHFR	-0.257539954	10.403801	8.701281	
MTHFD2L	-0.444121495	1.430701	1.048961	
MTHFD2	0.497058286	15.260601	21.541901	
MTHFD1L	0.087507393	4.007251	4.258461	
MTHFD1	0.159327541	17.438501	19.475901	
MTG1	0.226698495	12.353501	14.457201	
MTFR2	0.327830486	1.813541	2.278771	
MTFR1L	0.066667227	40.284301	42.190001	
MTFR1	0.192262071	20.098201	22.964701	
MTFP1	0.382671921	5.610531	7.317791	
MTFMT	0.068087183	5.065961	5.311261	
MTF2	-0.116171373	6.768591	6.244151	
MTF1	-0.042704028	3.750151	3.640481	
MTERFD3	0.056213256	1.878601	1.953641	
MTERFD2	0.274093841	3.423471	4.141871	
MTERFD1	0.122487736	13.452301	14.645201	
MTERF	-0.771744085	1.823011	1.063611	
MTDH	0.125409622	69.693601	76.023901	
MTCP1	-0.207937393	5.188551	4.490771	
MTCH2	0.124175581	55.937201	60.966001	
MTCH1	-0.017862106	52.490101	51.844101	
MTBP	0.185745082	1.718331	1.955811	
MTAP7D3	-1.573629096	0.102329	0.0277383	
MTAP	-0.064355351	18.526501	17.717801	
MTA3	-0.154217008	11.098201	9.972051	
MTA2	0.063259561	41.970001	43.851701	
MTA1	0.122297064	21.026201	22.887201	
MT4	0	1.00E-06	1.00E-06	
MT3	-0.116707078	342.766001	316.129001	
MT2	-0.225705623	36.601501	31.299301	
MT1	0.107140164	404.901001	436.116001	
MSX3	0	1.00E-06	1.00E-06	
MSX2	0.815233994	0.0206281	0.0438927	
MSX1	1.264872487	1.00E-06	0.014033	
MSTO1	-0.027343994	14.131201	13.865701	
MSTN	0	1.00E-06	1.00E-06	
MST1R	0.201774383	52.435501	60.308201	
MST1	0.192398566	0.636017	0.728179	
MSS51	0.574604194	0.234428	0.354019	
MSRB3	-0.219094932	0.121104	0.102632	
MSRB2	-0.023195424	7.199101	7.084121	
MSRB1	-0.074180032	97.908601	93.001101	
MSRA	0.140373584	9.010311	9.932101	
MSR1	-0.32216009	80.370801	64.284301	
MSN	-0.112985562	332.923001	307.844001	
MSMP	0.211542558	16.526901	19.138501	
MSMB	0	1.00E-06	1.00E-06	
MSLNL	0	1.00E-06	1.00E-06	
MSLN	0.088890611	21.377201	22.736401	
MSL3L2	-0.146246365	0.941893	0.850129	
MSL3	0.094451476	37.764501	40.320301	
MSL2	0.047393746	18.492001	19.109901	
MSL1	0.100742671	17.306201	18.558601	
MSI2	-0.007760381	53.712101	53.423901	
MSI1	0	1.00E-06	1.00E-06	
MSH6	-0.020671453	4.161881	4.102531	
MSH5	-0.432109792	0.233854	0.170739	
MSH4	0.902045114	1.00E-06	0.008689	
MSH3	0.218714333	5.040701	5.867481	
MSH2	0.029144157	11.868501	12.110901	
MSGN1	0	1.00E-06	1.00E-06	
MSC	0	1.00E-06	1.00E-06	
MSANTD4	0.02440584	19.022001	19.346701	
MSANTD3	0.115334739	12.531701	13.575501	
MSANTD2	0.119335322	3.806231	4.135321	
MSANTD1	-0.42229692	0.361971	0.267578	
MS4A8A	0.202402037	0.580376	0.669294	
MS4A7	-0.315886043	124.668001	100.151001	
MS4A6D	-0.385935201	77.803201	59.539101	
MS4A6C	-0.050002681	95.614701	92.357201	
MS4A6B	-0.075966212	35.476001	33.655801	
MS4A5	0	1.00E-06	1.00E-06	
MS4A4D	0.414342102	0.0311914	0.0448954	
MS4A4C	0.195817023	2.936841	3.365231	
MS4A4B	-1.014972785	1.171151	0.574478	
MS4A3	0.162351682	0.361002	0.405192	
MS4A2	0	1.00E-06	1.00E-06	
MS4A18	0	1.00E-06	1.00E-06	
MS4A15	1.413633936	1.00E-06	0.0166434	
MS4A13	0	1.00E-06	1.00E-06	
MS4A10	0	1.00E-06	1.00E-06	
MS4A1	2.068622839	1.00E-06	0.0319528	
MRVI1	-0.757173631	0.0354174	0.0168714	
MRTO4	0.138300059	21.883001	24.085601	
MRS2	0.093753139	11.123001	11.870501	
MRRF	0.118208644	8.597701	9.332681	
MRPS9	0.232149456	38.119001	44.775701	
MRPS7	0.171136871	38.055701	42.849901	
MRPS6	0.671170728	64.102201	102.080001	
MRPS5	0.206834221	34.583601	39.916301	
MRPS36	0.315889169	64.130001	79.830101	
MRPS35	0.348062454	62.784201	79.917601	
MRPS34	0.301564631	41.541901	51.201901	
MRPS33	-0.00816523	45.208401	44.953201	
MRPS31	0.037176684	13.409501	13.759801	
MRPS30	0.144321716	21.652201	23.931301	
MRPS28	0.031162633	43.090001	44.031101	
MRPS27	0.031439217	13.239401	13.531301	
MRPS26	0.023797895	38.192901	38.828301	
MRPS25	0.103155784	13.644801	14.656901	
MRPS24	0.30958633	22.889301	28.370301	
MRPS23	0.211151594	47.508001	54.997401	
MRPS22	0.271978857	19.716901	23.809501	
MRPS21	0.164740081	146.364001	164.070001	
MRPS2	0.122366677	29.860401	32.504501	
MRPS18C	-0.183212681	88.279101	77.749701	
MRPS18B	0.198903506	60.591801	69.550301	
MRPS18A	0.134848587	71.053201	78.015801	
MRPS17	0.188862234	47.343001	53.966001	
MRPS16	0.213383453	85.946401	99.648201	
MRPS15	0.131113689	36.330601	39.788001	
MRPS14	0.079251274	32.913901	34.773101	
MRPS12	0.096532157	34.385801	36.766001	
MRPS11	0.214420929	13.108601	15.210701	
MRPS10	0.203128202	23.165201	26.669101	
MRPL9	0.265127574	46.284701	55.624301	
MRPL55	0.338326555	27.069801	34.226701	
MRPL54	0.206447983	49.893201	57.570501	
MRPL53	0.176109026	42.826701	48.388301	
MRPL52	0.258860613	273.684001	327.474001	
MRPL51	0.161530689	85.447301	95.571701	
MRPL50	0.072036386	25.777401	27.097701	
MRPL49	0.01381903	18.473801	18.651701	
MRPL48	0.111639084	60.454801	65.319501	
MRPL47	0.113503574	27.257401	29.489301	
MRPL46	0.117992501	24.720201	26.827801	
MRPL45	0.115008599	23.249401	25.179501	
MRPL44	0.085122775	38.390401	40.724301	
MRPL43	0.198888691	56.793201	65.189501	
MRPL42	0.218196506	103.782001	120.729001	
MRPL41	0.366295727	15.253001	19.664601	
MRPL40	-0.014980559	24.259101	24.008401	
MRPL4	0.192501072	48.206701	55.089301	
MRPL39	0.098823094	15.921001	17.050501	
MRPL38	0.232425185	30.979401	36.396601	
MRPL37	0.142125848	47.162801	52.046601	
MRPL36	0.176346689	69.380001	78.402001	
MRPL35	0.207959795	9.667041	11.167501	
MRPL34	0.265067498	81.773501	98.268601	
MRPL33	0.137020441	70.319001	77.326001	
MRPL32	0.12176272	36.690801	39.922801	
MRPL30	-0.011356494	89.393901	88.692901	
MRPL3	0.152686748	54.021001	60.052901	
MRPL28	0.081945341	43.653801	46.205701	
MRPL27	0.020715453	60.567601	61.443701	
MRPL24	0.021594767	47.692601	48.412001	
MRPL23	0.011580146	91.253901	91.989401	
MRPL22	0.104568664	25.121401	27.010601	
MRPL21	-0.041637288	24.118001	23.431601	
MRPL20	0.153376835	99.500901	110.663001	
MRPL2	0.183641874	63.186101	71.764801	
MRPL19	0.155211875	9.484111	10.562501	
MRPL18	0.127266554	70.115101	76.582201	
MRPL17	0.126028543	8.400101	9.167821	
MRPL16	0.225048784	26.159201	30.577001	
MRPL15	0.16250617	16.503501	18.472401	
MRPL14	0.22067477	53.597101	62.457201	
MRPL13	-0.033891803	58.693901	57.330901	
MRPL12	0.185858378	126.185001	143.536001	
MRPL11	0.173849701	9.669411	10.909001	
MRPL10	0.139442937	40.065001	44.131801	
MRPL1	0.200639424	16.780701	19.286001	
MRP63	0.3442301	12.467301	15.829601	
MROH9	0	1.00E-06	1.00E-06	
MROH8	1.222743282	0.0107918	0.038526	
MROH5	0	1.00E-06	1.00E-06	
MROH4	0	1.00E-06	1.00E-06	
MROH2B	0	1.00E-06	1.00E-06	
MROH2A	-0.0852566	0.0601809	0.0561537	
MROH1	0.085003629	36.669601	38.895701	
MRO	-0.851575577	0.0585134	0.0279687	
MRM1	0.191961847	7.158131	8.178271	
MRI1	0.162941197	10.065501	11.270201	
MRGPRX2	0	1.00E-06	1.00E-06	
MRGPRX1	0	1.00E-06	1.00E-06	
MRGPRH	0	1.00E-06	1.00E-06	
MRGPRG	0	1.00E-06	1.00E-06	
MRGPRF	-0.379953019	0.0391588	0.0277767	
MRGPRE	-0.251945069	0.801725	0.671657	
MRGPRD	0	1.00E-06	1.00E-06	
MRGPRB8	0	1.00E-06	1.00E-06	
MRGPRB5	0	1.00E-06	1.00E-06	
MRGPRB4	0	1.00E-06	1.00E-06	
MRGPRB3	0	1.00E-06	1.00E-06	
MRGPRB2	0	1.00E-06	1.00E-06	
MRGPRB1	-0.361903587	0.0395581	0.028563	
MRGPRA9	0	1.00E-06	1.00E-06	
MRGPRA6	0	1.00E-06	1.00E-06	
MRGPRA4	0	1.00E-06	1.00E-06	
MRGPRA3	0	1.00E-06	1.00E-06	
MRGPRA2B	0	1.00E-06	1.00E-06	
MRGPRA2A	0	1.00E-06	1.00E-06	
MRGPRA1	0	1.00E-06	1.00E-06	
MRGBP	0.191341521	9.061181	10.347701	
MRFAP1	-0.021202569	143.591001	141.496001	
MREG	-0.092523252	0.279718	0.261721	
MRE11A	0.057409769	6.650051	6.920421	
MRC2	-0.289884123	0.0918814	0.0733357	
MRC1	-0.63585619	90.158301	58.018601	
MRAS	0.178075705	5.030121	5.692261	
MRAP2	-1.06084126	0.104711	0.044987	
MRAP	0	1.00E-06	1.00E-06	
MR1	-0.244283057	1.886321	1.590941	
MPZL3	-0.079554546	1.909471	1.806491	
MPZL2	0.977276351	1.00E-06	0.00968942	
MPZL1	-0.502787807	1.966291	1.384751	
MPZ	1.574383756	0.0602546	0.199224	
MPV17L2	0.212553633	34.892301	40.432601	
MPV17L	0.005891909	2.409171	2.419071	
MPV17	-0.014246263	24.190701	23.952901	
MPTX2	0	1.00E-06	1.00E-06	
MPTX1	0	1.00E-06	1.00E-06	
MPST	0.217074304	17.457701	20.294001	
MPRIP	0.081817697	13.797901	14.603601	
MPPED2	0	1.00E-06	1.00E-06	
MPPED1	0	1.00E-06	1.00E-06	
MPPE1	-0.104690258	13.730901	12.769101	
MPP7	0.85305179	6.261931	11.319101	
MPP6	-0.257216653	10.323901	8.636381	
MPP5	0.070868151	18.423501	19.351601	
MPP4	-1.298842434	0.0146056	1.00E-06	
MPP3	0	1.00E-06	1.00E-06	
MPP2	-1.868487196	0.0265186	1.00E-06	
MPP1	-0.13960273	226.606001	205.705001	
MPO	-0.186483412	1.140881	1.001331	
MPND	0.210509689	28.033201	32.438701	
MPLKIP	0.247382457	5.332541	6.331871	
MPL	-0.606908267	0.0885723	0.0547228	
MPI	0.261742307	8.237751	9.878441	
MPHOSPH9	0.043589365	1.326271	1.367261	
MPHOSPH8	-0.032483087	7.600051	7.430621	
MPHOSPH6	-0.244867179	12.993301	10.963401	
MPHOSPH10	0.119861661	11.398201	12.386501	
MPG	-0.062631182	6.011591	5.755771	
MPEG1	-0.418771984	448.440001	335.458001	
MPDZ	0.003722387	0.0240624	0.0241504	
MPDU1	0.043236151	76.268801	78.589401	
MPC2	0.365035883	90.567501	116.646001	
MPC1	0.060194	119.762001	124.865001	
MOXD2	0	1.00E-06	1.00E-06	
MOXD1	0.951402504	1.00E-06	0.00933945	
MOV10L1	0	1.00E-06	1.00E-06	
MOV10	0.011079093	17.450101	17.584701	
MOSPD3	0.089261748	27.876901	29.656801	
MOSPD2	0.087194296	25.621501	27.218401	
MOSPD1	-0.379267078	10.824101	8.319561	
MOS	-1.932661504	0.0281797	1.00E-06	
MORN5	0	1.00E-06	1.00E-06	
MORN4	-0.85239102	0.455024	0.247561	
MORN3	2.06298933	1.00E-06	0.0317893	
MORN2	-0.148500642	3.380981	3.049301	
MORN1	0.193796611	0.394195	0.452306	
MORF4L2	-0.001095641	117.226001	117.137001	
MORF4L1	-0.047762445	85.036901	82.267401	
MORC4	0.098668547	0.203026	0.218105	
MORC3	0.037697242	24.357201	25.002301	
MORC2B	0	1.00E-06	1.00E-06	
MORC2A	0.046461911	9.741251	10.060401	
MORC1	0	1.00E-06	1.00E-06	
MON2	0.022160531	12.594101	12.789201	
MON1B	0.143822889	9.629141	10.639601	
MON1A	0.105127592	7.029601	7.561721	
MOGS	0.070294135	27.632301	29.012501	
MOGAT2	0.183264339	0.309099	0.352321	
MOGAT1	1.923982234	1.00E-06	0.0279507	
MOG	0	1.00E-06	1.00E-06	
MOCS3	0.515006433	2.689111	3.847031	
MOCS2	0.12823979	24.350101	26.614601	
MOCS1	-0.081705504	11.214101	10.596101	
MOCOS	-0.166926194	28.302801	25.209301	
MOBP	0	1.00E-06	1.00E-06	
MOB4	-0.034716715	20.220001	19.739001	
MOB3C	-0.065804087	10.860801	10.376101	
MOB3B	-0.050682271	0.861022	0.830954	
MOB3A	-0.196404764	18.668901	16.291501	
MOB2	-0.09244993	23.305101	21.857901	
MOB1B	0.127124305	14.574001	15.917401	
MOB1A	0.043457064	85.041201	87.642101	
MOAP1	-0.511439923	1.183431	0.827218	
MNX1	0	1.00E-06	1.00E-06	
MNT	-0.031882389	15.916401	15.568301	
MNS1	-0.427056028	0.104304	0.0750168	
MNF1	0.43783273	74.444001	100.843001	
MNDAL	-0.304530884	15.169101	12.280601	
MNDA	-0.274636981	2.041151	1.685601	
MND1	0.101982489	0.592043	0.636141	
MNAT1	0.106555288	9.182161	9.886781	
MN1	-0.160918008	0.00557375	0.00393003	
MMS22L	0.093496783	1.730621	1.847161	
MMS19	0.011678088	19.085701	19.240901	
MMRN2	1.134418414	1.00E-06	0.0119552	
MMRN1	1.115228633	1.00E-06	0.0116651	
MMP9	0.21517297	5009.220001	5814.920001	
MMP8	-0.731718966	2.864861	1.721201	
MMP7	-0.393087678	0.0506666	0.0361975	
MMP3	-0.309529154	0.0227383	0.0164167	
MMP28	-2.078258873	0.0799244	0.0112941	
MMP27	-0.470853059	4.223681	3.044761	
MMP25	0.646298769	0.0656919	0.108469	
MMP24	0	1.00E-06	1.00E-06	
MMP23	0.664609494	0.307169	0.492757	
MMP21	0	1.00E-06	1.00E-06	
MMP20	0	1.00E-06	1.00E-06	
MMP2	-0.166184946	0.437025	0.388387	
MMP1B	0	1.00E-06	1.00E-06	
MMP1A	1.349266311	1.00E-06	0.0154808	
MMP19	-0.122870299	9.704081	8.911011	
MMP17	0	1.00E-06	1.00E-06	
MMP16	-0.93730635	0.00915141	1.00E-06	
MMP15	-0.783678864	0.107648	0.0583398	
MMP14	0.203911698	269.314001	310.202001	
MMP13	-0.716437392	0.812286	0.490442	
MMP12	-0.96208865	8.412111	4.313181	
MMP11	0.349564398	0.575967	0.736625	
MMP10	-0.408098827	0.0713299	0.0512915	
MMGT2	0.092595828	14.582601	15.549901	
MMGT1	0.134950504	13.034701	14.313801	
MMEL1	-0.244287137	0.0117759	0.00838393	
MME	0	1.00E-06	1.00E-06	
MMD2	0	1.00E-06	1.00E-06	
MMD	-0.258611729	12.816301	10.711401	
MMADHC	0.096167167	59.437401	63.535101	
MMACHC	0.044842761	15.773601	16.271901	
MMAB	0.106038506	5.826721	6.271881	
MMAA	0.118115856	3.645681	3.957571	
MLYCD	0.010465649	14.933801	15.042601	
MLXIPL	0.058145823	0.0191367	0.020335	
MLXIP	0.055036168	25.539601	26.533101	
MLX	-0.041084552	25.998001	25.267801	
MLST8	0.142761254	6.023391	6.650961	
MLPH	0.12222508	0.115831	0.126956	
MLLT6	0.227043017	41.275301	48.311701	
MLLT4	0.19995923	10.011801	11.501701	
MLLT3	0.079192816	1.981961	2.094361	
MLLT11	-0.258705937	2.255131	1.883281	
MLLT10	0.072671229	9.160941	9.634731	
MLLT1	0.126833447	9.422231	10.289001	
MLL5	-0.086038773	16.071101	15.140101	
MLL3	-0.109602255	7.149041	6.625311	
MLL2	-0.120117734	6.959431	6.402661	
MLL1	-0.366120946	5.260191	4.078961	
MLKL	0.008174359	17.113901	17.211201	
MLIP	0	1.00E-06	1.00E-06	
MLH3	0.024581574	1.959201	1.993041	
MLH1	0.055537654	5.875391	6.106371	
MLF2	0.088324638	106.999001	113.755001	
MLF1IP	-0.177148871	0.778112	0.687045	
MLF1	-1.326601104	0.150954	0.0541734	
MLEC	0.100277442	67.578601	72.443601	
MLC1	0	1.00E-06	1.00E-06	
MLANA	3.467565615	1.00E-06	0.100633	
MKX	0	1.00E-06	1.00E-06	
MKS1	0.136781762	2.029521	2.232351	
MKRN3	0.905114013	0.0334829	0.0714301	
MKRN2	0.109040565	10.116001	10.911001	
MKRN1	-0.157862237	33.065501	29.637301	
MKNK2	0.014850827	106.108001	107.206001	
MKNK1	-0.111106499	34.758201	32.181101	
MKLN1	0.109321945	20.764601	22.400001	
MKL2	-0.223829699	4.339991	3.714851	
MKL1	0.153409392	22.076601	24.554601	
MKKS	0.176863075	12.468601	14.096101	
MKI67IP	0.072394282	27.749301	29.177801	
MKI67	-0.275764198	5.675931	4.686651	
MIXL1	-1.585226944	0.0200085	1.00E-06	
MITF	-0.235391991	33.406401	28.375701	
MITD1	-0.099254747	10.608801	9.902811	
MIS18BP1	-0.211825889	4.180581	3.608331	
MIS18A	0.254409956	9.230241	11.012201	
MIS12	0.069711238	9.810711	10.296901	
MIPOL1	0.259164432	1.289741	1.545511	
MIPEP	0.107225601	8.952501	9.644001	
MIP	1.232356868	1.00E-06	0.0134974	
MIOX	0	1.00E-06	1.00E-06	
MIOS	0.126793279	5.340731	5.832271	
MINPP1	-0.069234487	16.192701	15.433501	
MINOS1	0.287459878	37.375001	45.618001	
MINK1	0.186938135	60.075201	68.387701	
MINA	0.014632998	10.250501	10.355101	
MILR1	-0.271925326	10.846501	8.981501	
MILL2	-1.361935422	0.205256	0.0737475	
MILL1	0	1.00E-06	1.00E-06	
MIIP	0.284354237	11.985501	14.598901	
MIF4GD	0.084306845	27.692701	29.359801	
MIF	0.311512075	392.326001	486.882001	
MIER3	0.147685415	3.301601	3.658561	
MIER2	0.225598601	9.207351	10.767501	
MIER1	-0.408474417	16.110101	12.135201	
MIEN1	0.1330494	50.354801	55.220501	
MIDN	0.164528272	54.951301	61.590601	
MID2	0.27782633	0.440866	0.536615	
MID1IP1	0.107856747	129.096001	139.118001	
MID1	-0.586898346	1.377101	0.913494	
MICU1	0.153071159	36.622301	40.722701	
MICALL2	-0.000365632	7.172191	7.170371	
MICALL1	0.177333461	13.418201	15.174501	
MICALCL	0.430099171	0.0397754	0.0570637	
MICAL3	-0.131945852	2.541251	2.318271	
MICAL2	-0.461326531	4.270371	3.098911	
MICAL1	-0.098429866	7.635221	7.131011	
MIB2	0.244651146	8.058721	9.549871	
MIB1	-0.071728357	15.603601	14.846301	
MIA2	1.359494973	1.00E-06	0.0156621	
MIA	0	1.00E-06	1.00E-06	
MGST3	0.1037999	78.444301	84.297001	
MGST2	0.151246293	3.616941	4.017821	
MGST1	-0.944576371	76.360801	39.670901	
MGRN1	0.021717419	39.397301	39.995001	
MGP	0.09430541	1.548371	1.653641	
MGMT	0.081707009	15.553901	16.460801	
MGME1	0.158323111	4.693971	5.239581	
MGLL	-1.521333743	0.15733	0.0482917	
MGL2	0.225633253	4.198981	4.911521	
MGEA5	-0.067428633	25.336801	24.179401	
MGAT5B	-0.846382751	0.00798167	1.00E-06	
MGAT5	-0.1608469	10.064201	9.001371	
MGAT4C	0	1.00E-06	1.00E-06	
MGAT4B	0.138447129	65.322801	71.903101	
MGAT4A	0.283055202	10.077701	12.264401	
MGAT3	-0.856267023	0.00810529	1.00E-06	
MGAT2	-0.112501269	49.056201	45.375401	
MGAT1	-0.0143862	57.497401	56.926801	
MGARP	-0.346210514	0.0301083	0.0215511	
MGAM	0.216044449	0.298627	0.348484	
