!Series_platform_id	GPL6885			
GENE	rna	Control~osteoclast~progenitors~1	Control~mature-osteoclast~progenitors~1	@OC_up
GPR87	0.016246202	4.64690816	4.699646029	
1100001G20RIK	-0.092138372	4.993257659	4.683712182	
KRT2-1	0.005492665	4.840269458	4.858770721	
D230025D16RIK	-0.018599822	4.60743433	4.548286554	
POU4F3	-0.130923671	5.205130972	4.752700451	
HIST3H2BA	0.034983722	4.668642745	4.783481262	
RAD18	-0.352545559	8.366828673	6.550740268	
CENPJ	-0.388065607	6.354920407	4.853776268	
4632428M11RIK	0.268630404	5.79386843	6.98170938	
3110031B13RIK	-0.160615422	6.184436053	5.531811047	
MAST2	-0.091642239	9.562954413	8.973776275	
MRPL19	-0.005338532	4.644474933	4.627283394	
1700028O09RIK	-0.041526749	4.680200551	4.547121588	
BC019561	0.08900273	5.11348876	5.439520358	
IGBP1	0.091744481	10.00099706	10.65829889	
BAZ2A	0.00348976	5.211962419	5.224609206	
TCEB3	0.028120757	9.065551691	9.244186038	
NCALD	0.806765336	4.537473171	7.944826486	
2010013E08RIK	0.032702013	6.117377304	6.25785456	
DFNA5H	-0.442477035	9.885391465	7.271722423	
LRG1	-0.110988834	5.546781588	5.135319632	
HIST1H2BJ	0.324146377	10.12420848	12.67725348	
2410024A21RIK	0.033150308	8.867829837	9.074186747	
HSD3B1	0.007116929	4.58498958	4.60771303	
SPIC	0.616185875	5.35699762	8.216627521	
OTOR	-0.053365143	4.774581326	4.600833419	
HIPK1	-0.212836667	5.394645693	4.653339218	
GNB2-RS1	0.001642813	7.857045942	7.86600934	
AF529169	-0.030956043	4.686432018	4.586733678	
OLFR701	-0.000503894	4.607213227	4.605600843	
SYNGR1	-0.096622889	7.532969641	7.044333246	
PTPRCAP	0.001130108	5.006537751	5.010468899	
RAB38	1.167161408	4.860311083	10.92722876	
WDR77	-0.051119668	6.231928837	6.01462833	
GCN5L2	-0.214574507	8.25177348	7.109998803	
ELOVL5	-0.058720659	11.89929893	11.42429827	
ODZ1	-0.029921398	4.749379169	4.651686537	
IFI47	-0.487761963	8.915964929	6.355377939	
FCER2A	0.005067694	4.681899929	4.698409948	
HCR	-0.107037316	5.032899578	4.672296131	
PKP3	0.00749836	5.025989583	5.052232112	
DDIT3	0.15984347	7.22894602	8.077103797	
SPC18	-0.002139437	12.41852043	12.40010328	
0610009C03RIK	0.024986585	4.602088185	4.682662431	
DEB1	0.154476248	11.50020054	12.80105438	
PROC	0.045548125	4.567709103	4.71454014	
PRKAB1	0.064698057	9.488899015	9.924575769	
TBC1D7	0.00689139	8.183200494	8.222430967	
FBXO28	-0.057926155	7.215941789	6.93155787	
GP1BB	-0.00055403	4.680830549	4.679029501	
TEAD2	-0.044142147	5.118960265	4.96440595	
LRAT	-0.038671398	4.780055649	4.653363919	
SOX7	0.028934712	4.666081306	4.760811641	
H2-KE6	0.149973053	10.48136452	11.63068036	
CTNS	0.121605255	7.5630603	8.229070978	
TMEM150	0.588056563	5.570510321	8.37873703	
MTMR7	0.058034681	4.913841169	5.115948221	
EFEMP1	-0.015054519	4.59947173	4.551621995	
PROK2	0.023817922	4.603957361	4.680762945	
EGR3	0.061882827	5.391222757	5.627942938	
GZMB	0.029297505	4.556740588	4.650427649	
RHOJ	-0.035701195	8.573131189	8.363337954	
2310021H06RIK	0.005499703	4.535073429	4.552432787	
CD63	0.11163489	12.65198933	13.67067083	
INHBB	-0.043879184	4.720051667	4.57835418	
GABRA1	0.106935239	4.593401378	4.947578022	
TAF1C	-0.029518739	5.219186739	5.113280393	
1700013G24RIK	0.033359386	4.60698156	4.714983713	
SPZ1	-0.039430876	4.665729352	4.539665717	
C030004A17RIK	-0.004547287	5.394884213	5.377875166	
0610009K11RIK	0.197248344	9.020975482	10.34409943	
1110038D17RIK	0.268211939	7.223510349	8.701419862	
LIMK1	-0.087546611	8.856612023	8.334562069	
B230339M05RIK	0.045129472	9.549266966	9.853020035	
G630055P03RIK	0.085650033	9.920816904	10.52824288	
NUP133	-0.112325636	8.277982116	7.65717577	
CRSP3	-0.154608639	9.849184431	8.847255093	
SIL	-0.0352103	4.765006117	4.649878313	
OLFR411	-0.053607421	4.756101387	4.582253301	
OLFR686	0.033830115	4.527985773	4.635655585	
4921508O11RIK	0.140514516	4.759899042	5.247850959	
D5ERTD110E	-0.207589276	5.862371511	5.075374304	
ALOX12E	0.051144835	4.570684766	4.735986899	
RAB10	-0.003927569	8.264782189	8.242285696	
OLFR1120	-0.034106074	4.802353584	4.689921215	
ANXA10	0.012785685	4.579984361	4.620843249	
PHYHIPL	-0.021072584	4.713873453	4.645376126	
RYA3	-0.031933529	4.67033891	4.567879448	
INSL3	0.010667717	4.484180448	4.517534921	
KBTBD2	-0.01218453	10.24980266	10.16351661	
IQGAP1	-0.172431617	13.52295069	11.99840732	
FGL2	-0.061936345	4.853259523	4.648893128	
A030007D23RIK	-0.000232235	4.844531907	4.84375052	
OLFR541	-0.021388682	4.55458036	4.487407321	
NAGPA	0.037522296	7.829697067	8.036270304	
THBS3	0.033010582	4.940523758	5.055103502	
OLFR70	0.013381698	4.633461182	4.67673191	
ENPEP	0.016441181	4.517325936	4.569215167	
HSPA1L	-0.016508237	4.859696312	4.804291733	
DRP2	-0.127401373	5.119803669	4.686227302	
4930579E17RIK	0.113242649	4.778771053	5.169806167	
1700025F22RIK	-0.001227595	4.655374047	4.65140595	
GP38	-0.363260413	12.73291388	9.896413859	
RPS11	-0.009427455	14.81842711	14.72184498	
BIRC6	0.031832208	4.590121247	4.692748223	
RPL37A	0.01852849	13.44391857	13.61782117	
MGAT3	0.007271816	4.855314303	4.879899531	
HMGCS1	0.108905267	12.3764638	13.34768169	
5730453H04RIK	0.055486833	4.648948098	4.831624157	
ALAD	-0.080915879	11.05730276	10.45366156	
IL17R	-0.569142668	7.572383388	5.100656888	
RNF135	-0.016067715	8.024229387	7.935246267	
OLFR1388	0.054129614	4.800662283	4.984586136	
B230374F23RIK	0.020211237	4.684927786	4.751163607	
PIK3CD	-0.037232264	6.265789895	6.105899881	
2010323F13RIK	0.052129304	5.154147223	5.344156966	
2400010G15RIK	0.064629245	9.017844786	9.431465817	
5830472H07RIK	-0.133099514	6.190767846	5.644295818	
1700019I23RIK	0.009956583	5.277554515	5.314172136	
2810007J24RIK	0.009847368	4.578819678	4.610248611	
1700049E17RIK	0.002623191	4.650625105	4.659107032	
OLFR146	-0.011529656	4.559845922	4.523470408	
OLFR1020	0.055752846	5.188154065	5.392968383	
FOXL2	0.01945944	5.030743406	5.099194851	
SIAT7F	0.056289411	5.635546575	5.860171585	
KCNAB3	0.156023772	4.935153523	5.499949446	
BC048671	-0.024142664	4.634475287	4.557399398	
NPY6R	0.009261266	4.589412077	4.619032609	
C530015C18	0.043199323	8.06751919	8.313045913	
RNF126	0.003386883	8.215195131	8.23452735	
D630003K02RIK	-0.009535415	4.643562469	4.61290642	
NXF2	0.008231751	4.669079717	4.695853992	
NRTN	0.003485543	4.751681482	4.763199586	
PIRA1	0.031315997	4.65211045	4.754415321	
RPS6KA2	-0.29484969	6.849983331	5.581965192	
B3GNT7	0.039308228	4.68913855	4.818933288	
POLD1	-0.293681533	11.04305562	9.007276872	
CRCP	-0.024795512	10.37260069	10.19568028	
BC019367	-0.071009421	7.513368497	7.152033836	
MRPS34	0.149396658	11.11562423	12.32949149	
HIST1H2BK	0.390709115	8.757799902	11.48491576	
CAR4	-0.032873029	4.68405347	4.578304847	
A730008L03RIK	0.042157859	8.178172728	8.420974499	
6330581L23RIK	-0.039170906	5.895916883	5.737721449	
OLFR398	-0.03729614	4.659330465	4.540167191	
SYNGR3	-0.032816627	4.680203892	4.574721226	
KCTD15	-0.047178017	4.684612586	4.533575619	
AKR1C14	0.00844559	4.740943025	4.768836787	
LENG8	0.032868177	4.652180014	4.759615231	
G630049C14RIK	-0.024696184	4.807913799	4.726142198	
CHRM3	-0.061722287	4.903200383	4.697433757	
2700055K07RIK	0.010183277	4.603826195	4.636508138	
BUB3	-0.065062918	8.443308236	8.070548017	
GPAM	-0.041407223	5.291482183	5.141485599	
FSCN2	0.044956311	4.577013829	4.722201705	
LOC242517	0.0176655	4.915839671	4.976526342	
OLFR914	-0.027070568	4.691663273	4.604264328	
GA_X5J8B7W4T2P-84764-83847	-0.014424181	4.724947871	4.677843351	
1810059G22RIK	0.034743351	10.32882466	10.58082912	
DPPA1	0.003848521	4.838232944	4.851183313	
BC010462	0.022589656	4.598846671	4.671579731	
HRG	0.017745046	4.804478671	4.864062098	
F630044M05RIK	-0.050615	5.177946499	4.999090239	
OTC	0.015111861	4.665711311	4.714945598	
CHUK	-0.061625401	9.468601767	9.07224437	
SAMD10	0.339295127	6.233802967	7.889274399	
PITX1	-0.0045199	4.962202174	4.946648861	
BC028528	-0.182240779	10.18087344	8.971553625	
ADCK1	0.265379057	7.123908438	8.564614168	
ISG20L1	0.003005361	5.085415697	5.096041313	
1700091F14RIK	0.016389427	4.577315901	4.629726253	
FOXO1	0.128569928	6.278913338	6.865099931	
RETNLG	-0.333339659	7.456134087	5.915848568	
BBS7	-0.303739719	8.532981794	6.911093469	
1110018J12RIK	-0.020551895	4.680104984	4.61376579	
H2-M10.4	0.017965144	4.645484219	4.703819036	
AA536743	0.01303728	8.654169702	8.732820509	
RBM7	-0.040523769	4.73817422	4.606658768	
FKBP8	0.049222312	11.1787763	11.5671053	
NHLH1	-0.015161552	4.739241937	4.689592608	
DFY	-0.085743128	4.803267849	4.525537653	
BC053749	-0.117444367	5.675418941	5.230928015	
SCN7A	0.009888295	4.624589098	4.656463884	
4632422M10RIK	-0.002845014	4.768194303	4.758780923	
ARHGAP5	0.074513654	4.570953015	4.813771001	
MYO6	0.790028037	5.545581402	9.596200611	
CHAT	0.02317985	4.63170201	4.706882807	
1810014L12RIK	-0.039383466	10.72035355	10.43139263	
TMEM53	0.011532685	5.130817365	5.172076969	
CUL4B	-0.003049577	8.496350188	8.478388409	
A830053O21RIK	-0.037370892	4.715998413	4.595150332	
A830058L05RIK	0.021316601	4.597057429	4.665634584	
BK	0.05683465	4.642563205	4.829508046	
8430438D04RIK	-0.092723956	5.020526401	4.707378686	
EP400	-0.103343275	9.667907755	8.99890594	
NAB1	-0.063146239	8.137016409	7.788115782	
OLFR938	0.023322046	4.56417475	4.638719988	
KRTAP13-1	-0.003058943	4.688087451	4.67813666	
SURF1	0.187418422	8.005313409	9.117231696	
ANXA2	0.004428332	14.82856496	14.87418169	
OLFR850	-0.005369874	4.636531829	4.61926906	
FBXO42	0.084223507	6.800782364	7.21022622	
HEY2	0.010385004	4.565534115	4.598589177	
KCNF1	-0.002465679	5.004814996	4.996251604	
GLRA1	-0.053809189	4.715295294	4.542298942	
MTHFR	0.002303751	4.591498748	4.598852469	
SPT2	-0.002518816	4.854818854	4.846332728	
CNNM1	0.010103662	4.784081382	4.817773732	
E230008N13RIK	0.122896996	6.224988281	6.77939887	
BPY2IP1	-0.142944667	9.390406365	8.503653985	
PGR	-0.110043032	5.083509099	4.709443953	
NELF	-0.026298062	7.688378117	7.549320046	
CD53	-0.280117601	11.67494533	9.612831576	
2810417D08RIK	0.025156655	4.613915629	4.695251143	
1110020C13RIK	0.089413621	13.51271378	14.37732446	
SGCG	0.053486959	4.64796042	4.823892331	
COPS3	0.088405331	11.42951689	12.15242962	
EPIM	-0.331548716	7.218426961	5.734307609	
CNTNAP1	-0.023923848	4.892325855	4.811702151	
CACNA1F	0.075632819	5.561089549	5.860943306	
SEC61G	-0.036940062	12.04759024	11.74277588	
2010308M01RIK	-0.232961722	5.579527625	4.746052508	
NDUFA9	0.128047302	12.41540034	13.5686461	
STXBP2	0.007099348	12.00866424	12.06795256	
DDX46	-0.173134447	9.123315107	8.090461822	
NOXA1	0.005900615	4.801452862	4.821171978	
HIVEP1	0.111675878	4.839279813	5.2295626	
STAT2	-0.47956845	7.059119292	5.059916678	
RHBDF1	0.673041517	5.94974817	9.492406256	
TCFAP2D	-0.002288961	4.584742169	4.577457991	
CDC2A	-0.234410438	7.237332413	6.150466613	
SECISBP2	0.144262291	6.020977359	6.65522746	
CNOT4	-0.1664005	7.43397195	6.623048704	
1110007C24RIK	0.081594267	9.581802951	10.13991885	
A530054K11RIK	-0.010645248	4.589447451	4.555634301	
NDUFA10	0.143306198	12.50902201	13.81642388	
FAAH	0.476842457	4.708623229	6.556881572	
PCTK2	-0.019766852	4.609181887	4.546324516	
PCDHB16	-0.032814927	4.738524852	4.631736019	
DHRS4	-0.03859269	7.089802883	6.902397971	
3110050K21RIK	0.052700988	6.682545754	6.931541546	
DGKE	-0.137427217	5.258275922	4.779595069	
BC016235	0.087636841	4.772176467	5.071675345	
2810432L12RIK	0.125438412	5.072014534	5.533660523	
TCF23	0.105308144	5.008073665	5.388062922	
GPR123	-0.048456476	4.675722353	4.520954477	
OLFR998	-0.053307188	4.688116856	4.517690709	
GPR22	0.070954823	5.146543323	5.406493184	
SP8	0.139704507	5.559396567	6.12568973	
AI313915	0.063318151	4.641488666	4.850183086	
NKTR	0.139146834	5.383281681	5.929371273	
MLF1	-0.493133595	6.508701084	4.621408229	
MUSTN1	1.178726244	4.616889241	10.46420476	
IFITM3	-0.357546412	13.19178206	10.29386984	
4632412E09RIK	-0.037470884	4.715229821	4.594082278	
GYS3	0.181407705	5.170690477	5.864850328	
0610012G03RIK	0.142177518	12.00465367	13.2490056	
IFNA7	0.005137298	4.526660171	4.542843577	
BC021611	0.359720142	6.684986953	8.580853001	
DSG3	-0.01074935	4.633682422	4.599211474	
BC024479	-0.029284557	4.820656424	4.723589793	
LTC4S	0.126648115	7.667327408	8.371754638	
IL1F9	0.012505393	4.658920982	4.699567463	
FOXI1	0.015708865	4.623545697	4.674273994	
TAS2R107	-0.042266517	4.788459351	4.649918603	
4930519G04RIK	-0.003778834	4.541983551	4.530076195	
CXCR3	-0.778860155	8.111098144	4.723196013	
E2F7	-0.151286049	5.420004926	4.879433963	
RRAS	0.010564456	10.42212665	10.49879861	
TMEM98	0.261467746	4.691396071	5.625552168	
IL31RA	0.034172709	4.654902685	4.766717953	
OLFR1480	-0.016854594	4.730544247	4.675484076	
TGN	0.011247822	4.617083019	4.653298583	
OLFR449	-0.025538149	4.663757998	4.581752515	
CXCL12	0.039086943	4.782241056	4.913852083	
DGKA	0.000328345	6.072426624	6.07381109	
NPC1L1	-0.05603236	4.858831031	4.67335719	
CCNB1	-0.404840822	11.30570279	8.536972397	
ADD1	0.1623041	7.205969283	8.065196112	
LUC7L2	-0.094770218	7.091731416	6.640213149	
OLFR1273	0.01611634	4.625645313	4.67772041	
HC	0.223036095	4.903567321	5.725053391	
THBS1	-0.01371621	4.664150002	4.619921792	
CIB2	-0.175497502	6.259907804	5.541765868	
MCM3AP	-0.042663399	4.708653607	4.571156565	
H2-M1	0.014871462	4.518096641	4.56501417	
CSPG4	-0.325281871	6.878917702	5.488337526	
RPL22	0.136693908	9.250451673	10.17078196	
CML5	0.001127823	4.595430867	4.599032558	
GPRC5C	-0.000921993	4.739267998	4.736233819	
E130306D19RIK	-0.46937857	10.00029129	7.220189607	
SOLT	-0.401114677	6.737459795	5.09966886	
CHAD	0.016371442	4.631728524	4.684702015	
ELF1	-0.119105437	10.58747981	9.747718586	
REL	-0.149047503	5.821512572	5.24912444	
CXCL14	-1.026760277	9.772738357	4.791476377	
ZFAND2B	0.078689239	8.255324378	8.718662943	
2310012P17RIK	-0.041310817	5.249483784	5.101017	
PITPNB	-0.075614045	11.0473049	10.48269839	
NFATC3	-0.085650545	8.878127557	8.36581151	
ENTPD1	-0.000913382	4.54952376	4.546638002	
SLC12A9	-0.097556814	6.478861699	6.054583649	
GPR132	0.048260709	4.690626308	4.850530223	
RAC1	-0.001873247	10.20295777	10.1897055	
NKX1-2	0.028423298	4.95130651	5.050021054	
MAP2K3	0.051130961	12.53840652	12.99111299	
SFMBT2	-0.015510087	4.705255706	4.654834579	
FOXP2	0.018480141	4.671179436	4.731528501	
1100001E04RIK	0.013037994	4.622409342	4.664463317	
C130073D16RIK	0.030646484	4.979804812	5.086934687	
GPR135	0.017056068	4.554932091	4.609220663	
IL7R	-0.538347346	7.495436672	5.157937655	
FOXH1	0.018930774	4.535040787	4.595072964	
MRPL18	-0.007442567	8.224820593	8.182448237	
MMP7	-0.004039749	4.608323637	4.595409771	
PPP1R14A	-0.017043005	4.6335781	4.579044811	
OLFR214	0.00150695	4.71931362	4.724256151	
NXPH1	0.00865775	4.629651883	4.657578586	
OLFR1420	0.026570809	4.591627608	4.677163255	
ECHDC1	0.089010796	5.706945927	6.07077598	
LRBA	-0.034478803	6.359562059	6.20914123	
GDNF	0.583379756	4.583148323	6.872168086	
MGC29978	0.093271249	5.027472093	5.36390639	
OLFM2	0.033805523	4.945740821	5.063235954	
1700023O11RIK	-0.071964258	9.774223664	9.29814139	
2310008M20RIK	0.239205389	5.826705378	6.879310664	
SLC25A5	0.043045198	14.13827186	14.56676969	
ACVR1	-0.066408079	9.200788207	8.786420305	
APBA3	0.143747767	8.40893211	9.290994703	
2610021K21RIK	-0.543585187	6.942755838	4.760034629	
FBXO6B	0.072633742	11.64626564	12.24813419	
NGFB	-0.014853795	4.80836639	4.759011644	
DNM1L	0.134986208	8.344961737	9.164435736	
2210404D11RIK	0.014751976	7.966859204	8.04884335	
NUDT14	0.202909711	6.075890207	6.994965851	
9230117E20RIK	-0.004256054	4.982768301	4.968060981	
BC055368	0.149643685	9.135766243	10.13535702	
D4BWG1540E	0.262851184	4.7795583	5.73674008	
9230102M18RIK	0.016556438	4.688149034	4.74237578	
DHCR7	-0.011486083	6.468396364	6.417023091	
ANKRA2	-0.019064468	4.710353217	4.648386526	
9330164H19RIK	-0.000501029	4.67944895	4.677820647	
LAT	0.989748304	4.812574411	9.566853967	
GM440	-0.112238164	5.077961409	4.69713609	
KIF5B	0.04171837	5.120322793	5.270841979	
FMN	-0.101601173	5.181624547	4.828583905	
ASB5	0.006697101	4.608714216	4.630204483	
CD59B	0.384012922	6.165241566	8.048484211	
POLR3E	-0.020038579	6.092607989	6.008430641	
F9	-0.175200864	6.282863493	5.563238079	
BCKDHB	0.109836275	7.695588167	8.305144625	
0610009E20RIK	-0.001775994	11.97601391	11.9612679	
4632434I11RIK	0.171501864	5.854808658	6.595125185	
BCL10	-0.016327266	11.62284361	11.49193457	
SEPN1	-0.235059317	10.71442936	9.102012096	
KLHL7	0.138727144	8.899440414	9.798700166	
1700013N18RIK	0.047144106	4.950525811	5.115302511	
OLFR328	-0.00910259	4.677294027	4.647812956	
MASP1	0.014998098	4.563592318	4.61138688	
1110018G07RIK	0.052283322	10.43080703	10.816122	
OCSP	0.733321584	4.698919748	7.818401334	
EDG4	0.238983573	4.887329062	5.769636301	
TBC1D12	-0.033378434	4.927217005	4.814299998	
MAGED1	-0.014050783	11.03450139	10.92745822	
4933403F05RIK	0.048907603	4.538406439	4.695241526	
MOBKL2C	0.02515205	5.783506514	5.885396527	
SCML4	0.02442503	4.97267329	5.057748786	
B230218O03	-0.046787476	4.722839647	4.571812964	
KRT1-17	0.022831985	4.558895171	4.631777362	
RARA	-0.0361305	4.78772056	4.669059683	
AKP2	0.18672323	5.450383057	6.20487508	
CSPRS	0.099943001	4.715025862	5.053957254	
BC018222	-0.038032335	4.683242225	4.561135508	
HYOU1	-0.198688736	6.454514814	5.622804337	
DMC1H	-0.008209039	4.602414365	4.576243921	
RAMP2	-0.049211861	5.162242063	4.988786583	
SUPT5H	-0.027859777	9.375990203	9.196476903	
9330161C17RIK	0.192702962	4.82382646	5.51459475	
RAGE	-0.029877017	4.810484014	4.711682371	
SPNB3	-0.022196076	4.659448207	4.588157869	
1110059E24RIK	-0.027060281	7.398241597	7.260582063	
GYG1	-0.00805083	8.844324982	8.795051825	
PRSS21	-0.018526835	4.576233669	4.517714616	
CCL25	0.20708825	7.116748954	8.216805614	
CHRDL1	-0.002721883	4.609140176	4.600433618	
4930467B06RIK	0.120979521	5.987441596	6.51205553	
CHRM5	-0.011129387	4.659523153	4.623639621	
RCVRN	0.04693468	4.93277248	5.096218166	
TCEA1	0.012616289	4.537270309	4.57721032	
GM2A	0.10701182	12.08791288	13.0193941	
9230105E10RIK	-0.004716363	4.660667339	4.645423235	
HPCAL4	0.092583613	4.80898447	5.128377074	
PSMA3	-0.002250263	9.019154402	9.005082035	
RAB35	-0.050826471	11.93891573	11.52528173	
OLFR1230	0.042882671	4.606949854	4.746244017	
IMPA2	0.315043921	8.267340319	10.2874213	
OLFR117	0.02617145	4.556995383	4.640599751	
OPLAH	0.012110023	4.949326552	4.991130486	
CACNG4	0.026523621	4.645307215	4.731685572	
NEK8	-0.06646942	6.429166395	6.139224638	
BCAS1	0.208574366	6.397602811	7.394278127	
5830482F20RIK	-0.185002253	7.259398869	6.38451001	
EBI3	-0.465554493	10.42586335	7.547575889	
BC031140	-0.009532356	4.549251808	4.51922665	
HOXD3	-0.00744687	4.669895772	4.645801431	
ILK	0.01796706	9.022831853	9.136028489	
PPM1L	0.349833197	5.400596816	6.885336396	
C87499	-8.23E-06	4.57993835	4.57991216	
SPNA1	0.137431263	5.014821688	5.517027018	
EFNA5	0.0284098	4.63782243	4.730255266	
HSPCA	-0.113722686	5.975669173	5.521956675	
SYT7	0.033175615	4.615200992	4.722792515	
4732418C07RIK	-0.08700146	7.681657603	7.231522663	
CTH	-0.016541632	4.678845454	4.625391192	
NEU2	0.243076536	5.926374377	7.015781034	
LRP8	-0.11864443	5.110928379	4.706644777	
D130049O21RIK	-0.054178682	4.685002142	4.511956562	
PTX3	0.017687082	4.719871042	4.778214994	
SOX15	0.105312951	4.700388122	5.057095041	
PANK2	0.025140109	9.8366315	10.00972062	
NMBR	-0.056961389	4.751400546	4.567070803	
EGR1	0.011654037	8.385453952	8.453546771	
REG3G	-0.054205847	4.771345361	4.595030685	
RHOT2	0.083272558	7.396020512	7.836074874	
4931440N07RIK	0.204438898	7.982808276	9.199618416	
D930020E02RIK	0.005581869	4.527101022	4.544689328	
MANEA	-0.046360429	9.317768287	9.02278908	
GLRA4	-0.027855524	4.734584873	4.643855255	
P2RY6	-0.48550454	13.86784794	9.902214577	
CCT4	-0.040934195	12.59180672	12.23927525	
RIN2	0.001446198	8.566160309	8.574761601	
D5ERTD593E	-0.288069355	6.447662431	5.278808257	
AKR1C20	-0.013656355	4.737070035	4.692346923	
OLFR118	-0.07648292	4.794318218	4.546255947	
SLAMF9	-0.279683063	13.34723682	10.99331725	
2310045A20RIK	-0.728454062	7.989642593	4.818186762	
PXT1	0.160175047	5.294703315	5.917595955	
CKLFSF2B	-0.04067279	4.648727737	4.519221922	
PRDM16	0.008242951	4.530160047	4.556174854	
2600001J17RIK	-0.222448475	10.337463	8.858909404	
5330439J01RIK	-0.007717484	4.742003281	4.716651012	
NR1H3	0.03245038	6.542655276	6.691713517	
0610040D20RIK	-0.011303346	4.562065323	4.526383691	
GRIA4	-0.006328764	4.560039375	4.540035594	
GDF6	-0.011228598	4.613489395	4.577644123	
5730494N06RIK	0.04871336	10.2891027	10.64279504	
APG12L	-0.040276996	11.15407276	10.84670593	
JDP2	0.582821271	8.46852051	12.68891919	
OLFR373	0.012905417	4.872617332	4.916490006	
FIGNL1	-0.478580632	10.65155467	7.641620335	
ITGB5	-0.347452012	12.06271243	9.47880186	
DMAP1	0.020417267	9.093863215	9.223618639	
OLFR1484	0.03438718	4.607560148	4.718943595	
9030616D13RIK	0.040849078	5.035835883	5.180747683	
OLFR514	0.026208219	4.694721497	4.780969211	
CNBP1	-0.008810089	4.653847088	4.625453212	
FYN	-0.268955743	5.822572389	4.830568734	
FAU	0.029304647	13.30489954	13.57812307	
SPEER3	-0.070670121	4.837899024	4.606148158	
ATP6V1E1	0.125997196	13.78878394	15.04808519	
ALS2CR2	0.288185582	7.057299465	8.619904679	
SLFN1	-0.034359626	4.812537367	4.699039392	
FHL5	-0.036311301	4.670060343	4.553737558	
9130020G10RIK	0.031417472	5.147755736	5.261307753	
ALAS1	0.048516703	12.17301455	12.58968668	
MRPL38	0.158984601	10.9352745	12.21041041	
INVS	-0.013932702	4.630774042	4.586171888	
ASPSCR1	0.182225222	7.458872069	8.464425742	
HIST1H4H	0.834740008	6.270599251	11.19167232	
OLFR1514	0.01461735	4.668664017	4.716309084	
F830020C16RIK	-0.003825064	5.562744071	5.547988446	
EPHX1	0.050239358	8.351848612	8.648164924	
BPIL1	0.029673767	4.592395672	4.688039311	
BC055111	-0.009757362	4.730681053	4.698726642	
CABYR	0.088181077	4.850925698	5.157305422	
KLRA22	0.045254986	4.614245759	4.76159984	
1700001O22RIK	0.000859023	4.984807465	4.987782406	
PCSK1N	-0.038125189	5.454675667	5.31215558	
4632419I22RIK	0.009979883	4.66704568	4.699511433	
OSGEP	-0.053703523	10.80527019	10.41007878	
1110048D14RIK	0.025664327	5.931397531	6.038035666	
HTR7	0.119262493	5.09204992	5.53174185	
PGLS	0.082163439	12.03612432	12.74207918	
KCNN1	0.036659143	4.599773576	4.71840966	
HIST1H1B	-0.138154369	6.955965474	6.319839649	
A030001H23RIK	-0.002452336	4.899033594	4.890696159	
DAD1	0.01332771	12.39394007	12.50905939	
ALDH5A1	0.277438849	5.358548579	6.496902555	
4833439L19RIK	0.036004172	8.629716491	8.848043879	
MIZ1	-0.036114475	5.937093426	5.790069811	
CHAF1B	0.132249149	10.52768407	11.53931255	
1700026P10RIK	-0.076604268	4.968526705	4.711072379	
HTR1A	0.082713712	4.53459312	4.802761218	
PPP1R16A	0.282635254	6.096169169	7.417634442	
1700006H02RIK	-0.011353397	4.618057123	4.581779213	
SLC25A20	0.122122416	7.626181479	8.30072193	
C730027E14RIK	0.007491331	4.800515706	4.825559732	
2300003C06RIK	0.038566195	4.689232809	4.816547035	
TSPAN17	0.168255414	8.203395425	9.219382786	
MESDC1	-0.016559369	6.783680354	6.706147762	
CD8B	-0.030003245	4.769898567	4.671519146	
PHF2	-0.033729334	8.162818487	7.973959262	
MAPRE1	-0.038314071	12.9990906	12.65815166	
1500041N16RIK	0.009538001	7.152255146	7.199763394	
1700093E07RIK	0.024328481	12.88819383	13.10754315	
FUT10	-0.101767833	5.440163795	5.068955224	
MAP3K14	-0.115798466	7.734973805	7.137614833	
SLC11A2	0.220954136	8.287128058	9.660337147	
KLF1	-0.031280578	5.291651364	5.177937948	
STX3	-0.162524466	8.158548628	7.288273923	
IHPK1	0.020706247	8.620180327	8.744937935	
TIMP4	-0.046069897	4.736302595	4.587132294	
MYST2	-0.045570697	8.507385107	8.242549488	
0610041E09RIK	-0.07234541	9.29240895	8.837433145	
GK-RS1	-0.045086797	4.832659889	4.683658523	
GRM1	-0.049729444	4.791304904	4.628624657	
LOXL3	-0.042107163	4.69753087	4.562120393	
DIXDC1	0.003212274	4.742141004	4.752733808	
MRPL20	0.026113309	11.67523097	11.88866371	
GNGT1	-0.020141881	4.720859191	4.655269228	
9030221C07RIK	0.003078775	4.675596732	4.685606679	
GALK2	-0.017233509	4.765816529	4.709107072	
CKT2	0.001265782	4.595909866	4.59995274	
CORO1C	-0.001426448	12.74649274	12.73388613	
NNMT	0.011101311	4.845422413	4.882928238	
MYRIP	0.08544297	5.338257055	5.664572768	
PTPRR	0.079968244	4.800443621	5.074613769	
ALOX15B	-0.00234369	4.576901136	4.569455663	
LITAF	-0.022003402	14.08033412	13.86706452	
ANKRD9	0.061224278	4.896427338	5.109124778	
SET	-0.009025115	4.70501581	4.675611998	
OLFR854	-0.010633538	4.585721371	4.551972642	
SPON1	0.005689712	4.591176804	4.609358792	
RIN3	0.192067559	9.08249976	10.37726938	
MRPL22	0.034536833	10.47617703	10.73023559	
CTS6	0.034317985	4.82601636	4.942431809	
1700010I14RIK	0.015911597	4.507725798	4.557827934	
