!Series_platform_id				
GENE	rna	wildsubtype~osteoclast~MsubCSF~RANKL~24H~rep1	wildsubtype~osteoclast~MsubCSF~RANKL~ILsub3~24H~rep1	@OC_down
PLEKHN1	-1.001226513	16.617237	7.801133	
A930001C03RIK	0.024565445	0.0191715	0.036674	
SLC35A2	-0.070539054	5.233554	4.936102	
NUTF2	-0.256787706	6.133135	4.970073	
DTWD2	-0.455824106	0.97071	0.436832	
WASL	-0.380055041	3.227053	2.2481025	
PZP	-0.009195311	0.018032	0.011564	
STMN2	-0.022748457	0.015893	0	
ACR	0	0	0	
LIX1	0.872226657	0.224317	1.241095	
GCFC2	0.010159263	4.510763	4.549706	
CBR2	0.003837085	23.844129	23.910294	
IGF2	-0.000450051	0.000312	0	
OLFR1426	0	0	0	
ZMAT4	0	0	0	
CD5	-0.479990698	0.608097	0.152977	
ARAP3	0.172159526	3.248811	3.7873215	
UQCC1	-0.550463201	9.591093	6.2316075	
MIR6389	0	0	0	
GM12	0	0	0	
GABRB1	0	0	0	
ACCSL	0	0	0	
BRSK1	-0.037379315	0.035771	0.0092795	
NFIB	0	0	0	
SNX30	1.190463998	3.373316	8.98105	
TFG	0.110188172	19.677951	21.3191395	
SPATC1	-0.001101573	0.019311	0.018533	
RAET1D	-0.216362298	10.302786	8.728681	
MIR376B	0	0	0	
GALR1	0	0	0	
MIR3083	0	0	0	
H2AFZ	-0.374555316	600.130196	462.677646	
NOX4	0	0	0	
CDC23	-0.310859638	13.397963	10.60708	
4930597A21RIK	0	0	0	
MIR1929	0	0	0	
CCDC172	0	0	0	
PTGIS	-0.024994765	0.017476	0	
C87436	-0.166876939	1.686282667	1.392857	
USP18	0.70027918	6.21043	10.715645	
TNNC1	0.499867772	1.264961	2.202845	
2310034C09RIK	0	0	0	
E230016K23RIK	0.544968948	0.062945	0.550825	
UPK3A	0	0	0	
MTL5	-0.004495145	0.0671185	0.06379875	
CRK	-0.002720061	6.981766333	6.966731667	
CYP2B23	0	0	0	
TMTC4	-0.097619421	2.697054	2.45517	
NCAPH2	-0.321092655	13.313651	10.45755375	
LRRC3B	0	0	0	
TNFAIP8L2	1.139099115	15.64037	35.649325	
PHF19	-0.118426038	9.705007	8.861368	
FPR-RS4	0	0	0	
CHIL3	0.774031517	39.196092	67.736994	
4933440J02RIK	0	0	0	
GM10714	0	0	0	
GM4349	-0.359332403	1.261914	0.763219	
FBXL13	-0.156088751	0.1390835	0.022276	
MMS22L	-0.350338597	8.539526	6.482804	
DCPP2	0	0	0	
MUG1	0	0	0	
ASPA	0	0	0	
PELI3	0.102844577	0.140295	0.22455	
GM5468	-0.028753013	0.02013	0	
MYL6	0.715583358	577.069658	948.275407	
OLFR1457	0	0	0	
PRDM10	-0.464259876	2.286718	1.382354	
CHMP1A	-0.018971947	58.187721	57.414477	
DXO	0.090275795	5.233593	5.636119	
KLF10	-0.384947294	13.562242	10.1518665	
WAS	-0.09490714	56.359795	52.707841	
DNAJC25	-0.082458456	7.65989	7.178806	
CTU1	-0.469691571	5.526577	3.712965	
2310069G16RIK	0	0	0	
CNOT7	-0.27137175	7.419935333	5.976180667	
ERF	-0.39171621	11.682907	8.667195	
NDUFB4	-0.009829111	106.09713	105.369955	
HIVEP2	0.34501911	0.932932	1.455148	
CEACAM1	0.633707955	1.76725075	3.29352125	
9130015A21RIK	-0.063436894	0.0848035	0.038137	
MIR6995	0	0	0	
KCNMB2	0	0	0	
PTPRV	-0.255889102	0.709435	0.431602	
APPL1	-0.072338463	9.283636	8.780716	
FAM49A	-0.370816934	4.00789	2.872824	
ABHD17C	0.152632589	22.836	25.496003	
V1RD18	0	0	0	
SLC39A4	-0.023635202	2.37598	2.321123	
KLHDC7B	0	0	0	
CNR1	-0.013979607	0.014401	0.004619	
ADCK4	-0.137002525	3.071679	2.702812	
FAM47E	0	0	0	
ARID5A	0.436103299	0.2042345	0.629263167	
DYNC1H1	-0.073700727	38.252686	36.297803	
GM16445	0	0	0	
NFKBIE	-0.738950903	20.613165	11.950066	
MIR7067	0	0	0	
SFPQ	-0.532333576	71.8920905	49.4001735	
CYTH2	-0.617812705	12.028764	7.4903005	
VASH2	-0.381245689	0.4082705	0.081234	
MIR27B	0	0	0	
KLK1B7-PS	0	0	0	
ASAP2	0.27933916	0.173110667	0.423732667	
AKR1C20	0	0	0	
CRISP1	0	0	0.021438	
SAMT4	0	0	0	
FKBPL	0.03614942	4.916701	5.066828	
PRMT2	0.830853393	2.149278	4.601738	
WDR5	-0.194189483	34.707894	30.210978	
DCAF6	-0.020553761	3.327228	3.266016	
D4WSU53E	0.0915499	69.600005	74.225312	
1700003E16RIK	-0.29425439	0.27794	0.042152	
SH3BGR	-0.187659993	0.218426	0.069813	
ID4	0	0	0.01783	
SLC45A4	1.126306727	2.704048	7.0859065	
DHDDS	0.183013575	14.965675	17.125077	
OLFR154	0	0	0	
GM20735	0	0	0	
6430550D23RIK	-0.003213845	0.0590115	0.056655	
OLFR315	0	0	0	
OARD1	-0.04330509	4.388384	4.229045333	
OLFR1215	0	0	0	
OLFR92	0	0	0	
VMN1R52	0	0	0	
MIR8109	0	0	0	
MYH14	0.019449199	0.000360667	0.013938	
SMIM9	0	0	0	
RWDD2A	0.252887599	0.672012	0.992352333	
ZFP811	0.016154092	0.008074	0.019425	
F830016B08RIK	0.041267697	0.004355	0.033499	
UNC93B1	0.765978893	47.751061	81.902322	
CSGALNACT2	-0.162824821	11.801604	10.435344	
CES1C	0	0	0	
4933416M07RIK	-0.08638568	0.061707	0	
GBP8	-0.03653406	0.143547	0.114952	
MROH8	0.060721567	0.057871	0.103346	
SLC9B1	-0.123632417	0.158679	0.063521	
1700025F22RIK	0	0	0	
LGR6	-0.044753612	0.031507	0	
SRRD	0.229833371	10.350201	12.310375	
ZFP692	-0.401064017	6.7516215	4.8702995	
4930571K23RIK	0	0	0	
OLFR17	0	0	0	
PPM1M	-0.004402654	12.667876	12.6262295	
NAT9	0.175634003	10.061964	11.494053	
MRPL37	-0.18339061	46.455753	40.791003	
NLRP4E	0	0	0	
VMN2R52	0	0	0	
SPEER4C	0	0	0	
4930578I06RIK	0	0	0	
ASRGL1	-0.723931716	3.154964	1.515603	
EDC4	-0.228999132	7.2590585	6.0468485	
USP11	-0.362753744	1.685479	1.08844	
TRIM68	-0.266485048	2.086718	1.56612	
CCDC41OS1	-0.292342748	1.68459	1.192169	
SULT2A1	0	0	0	
INSIG1	0.871369909	6.421248	12.576425	
SALL1	-0.007660534	0.005324	0	
SLC24A4	0	0	0	
TUBA1A	0.32235139	158.920873	198.959752	
APIP	-0.108406	18.777239	17.345612	
CARS2	-0.085342358	12.387155	11.618208	
SMCHD1	-0.443175593	18.668731	13.466624	
MIR669M-2	0	0	0	
SDCCAG3	0.138937749	10.69902267	11.88172467	
TMEM186	-0.344897161	6.521886	4.922463	
SPEER4E	0	0	0	
KRT222	0	0	0.010239	
CIRBP	-0.810232582	13.279197	7.143282	
SLC44A3	0	0	0	
AK2	-0.889962106	68.9049875	36.722709	
LRTM2	0	0	0	
OIP5	-0.465359793	10.901052	7.619818	
ERCC1	0.0494182	2.5754775	2.700074	
OLFR1051	0	0	0	
CLSPN	-0.527009421	15.936332	10.753676	
AMPD1	0	0	0	
IGF2R	-0.421915175	67.816054	50.366579	
TIMM10B	0.071270215	22.121677	23.292589	
SOX2OT	0.004469017	0.000487	0.003591	
ASIC1	0.007425158	0.1323655	0.1382085	
D10WSU102E	-0.331865888	18.091414	14.168286	
HESX1	-0.003335798	0.058225	0.055781	
RHOX3A	0	0	0	
OLFR204	0	0	0	
PCDHB11	0	0	0	
4933407I05RIK	0	0	0	
MIR7001	0	0	0	
MIR7-1	0	0	0	
SMAD4	-0.126028666	15.50855	14.127617	
NCF2	0.809322443	61.364491	108.286801	
4930467D21RIK	0	0	0	
ZDHHC21	-0.551028993	10.824491	7.070607	
GM44	0	0	0	
MAPK13	0.547743067	0.434786	1.097366	
TRIM7	-0.120753812	0.233208	0.13419	
MCAM	0.024379866	0.04011	0.057836	
PHF11B	1.213201326	3.989931	10.569232	
OLFR473	0	0	0	
GBX2	-0.042850317	0.224747	0.188905	
NFKBIZ	0.186553802	0.670296	0.900867	
GM5084	0	0	0	
MIR7010	0	0	0	
ZFP954	-0.139862515	5.74578	5.122508	
ST6GALNAC3	0.00964235	0.007314	0.014069	
SLC26A3	0	0	0	
TEX38	0	0	0	
PSPH	-0.357457875	8.243631	6.215012	
ETOHD2	0.072380988	3.061279	3.270234	
XK	-0.542645781	1.223215	0.526261	
9330162012RIK	0.083394695	0.021423	0.082206	
STXBP3A	-1.027687298	44.289684	21.2144	
PAH	0	0	0	
PRG3	-0.10056226	0.109704	0.034987	
FAM13C	0	0	0	
HIST1H1E	0.14947469	0.36686	0.516074	
MIR6927	0	0	0	
CAMKV	0	0	0	
NUDT8	-0.682075708	13.208457	7.855675	
ITGA6	-0.8154444	6.595581	3.316063	
1700018A04RIK	0	0	0	
PARM1	0	0	0	
KIF1A	0.012344663	0.00315575	0.01177625	
VPS45	0.062853373	12.035577	12.616046	
TPR	-0.341771287	44.467655	34.87725	
TFB2M	-0.626616059	14.990453	9.356918	
1700084F23RIK	0	0	0	
NACC2	0.026552035	1.5100035	1.5566265	
EDDM3B	0	0	0.025126	
8430429K09RIK	-0.154143766	0.681291	0.510918333	
CYB5D2	0.000512284	2.409813	2.411024	
DARS2	-0.578547856	8.349798	5.260975	
CHAC2	0.110848989	1.2418245	1.4208645	
TMEM181A	0.469344019	6.194669	8.960874	
PNMAL2	0	0	0	
H2-M10.1	0	0	0	
IFITM10	0.105710467	0.008903	0.085604	
CCDC125	1.554682712	0.59588	3.6882025	
IQGAP1	0.223424292	114.330104	133.648059	
OLFR149	0	0	0	
PRM3	0	0	0	
PELI1	-0.343176999	8.389695	6.401929	
GM14164	0	0	0	
PDIA5	0.401498623	3.502712	4.947539	
SNORD1A	0	0	0	
ADAMTS16	0	0	0	
CNTN3	0.008023442	0.003242	0.008837	
ZFP575	-0.039303739	0.234841	0.201654	
CNN3	0.008885554	0.180155	0.187446	
ABCC12	0	0	0	
CRNDE	-0.269319205	0.45495	0.207188	
OLFR722	0	0	0	
KRTAP4-8	0	0	0	
UBE2L3	-0.036414928	103.46613	100.86231	
SAE1	-0.136667846	36.84381233	33.42339967	
GM4724	-0.375372754	2.433825	1.647157	
D930048N14RIK	-0.181972981	0.82686	0.610371	
IYD	0	0	0	
JTB	-0.006713944	36.393335	36.21972	
KPNA7	0	0	0	
OSTN	-0.03631483	0.025491	0	
NCTC1	0	0	0	
RBP4	0	0	0	
4930477N07RIK	0	0	0	
LAMC1	-1.137069896	38.764064	17.080008	
HS3ST2	0	0	0	
UBTF	-0.594942378	12.017863	7.61874825	
RSRC2	-0.355537808	29.033371	22.473429	
CEP63	-0.215811538	4.1971005	3.475024	
RWDD1	0.100661652	75.725915	81.270522	
LSAMP	0	0	0	
ITGA1	0.976895183	0.391001	1.737803	
UNG	-0.624662396	8.407768	5.1016105	
MIR759	0	0	0	
SLC16A9	-0.36061942	0.392875	0.084813	
4930429F24RIK	0	0	0	
NT5C	0.120849805	46.115759	50.232507	
MIR551B	0	0	0	
HERC4	-0.460908888	6.590324	4.514586	
PLCB2	-0.290207636	8.570295	6.8264375	
MIRLET7K	0	0	0	
ADH7	0.017694717	0.028802	0.041498	
MIR7075	0	0	0	
2510002D24RIK	-0.102313592	5.750657	5.288493	
WBSCR22	-0.226173072	34.579616	29.417	
CDC26	-0.181786238	37.548221	32.984527	
TMEM29	-0.075690287	1.595137333	1.462494667	
TMEM203	-0.098180586	6.950193	6.427153	
DACT3	-0.295471526	0.421196	0.157999	
PDZD4	-0.013005108	0.0434095	0.034046	
4933412E12RIK	0.250857864	0.2714935	0.5129685	
GPHB5	0	0	0.036828	
SPATA24	-0.524939796	3.668759	2.244732	
MIR135A-2	0	0	0	
CDV3	-0.330153975	23.04724425	18.1284185	
THADA	-0.574913162	5.966035	3.676485	
ENTPD4	0.004772113	8.396203	8.427335	
GM20110	0	0	0	
OLFR224	0	0	0	
AU018091	0.10444532	0.054102	0.133245	
DDX56	-0.591942083	30.470034	19.878769	
GM7538	0	0	0	
SIVA1	-0.111811599	28.6063965	26.3985075	
ITGB3	0.225921049	0.817528	1.125642	
OLFR504	0	0	0	
GGPS1	0.170695517	4.608769	5.313236	
SNRPA1	-0.5190774	119.349707	82.982185	
NAA25	-0.62761201	23.379041	14.779258	
ZFP84	-0.387071482	3.091756	2.128885	
EPHA10	-0.011755028	0.0108	0.0025975	
PRL8A2	0	0	0	
FSD1L	0.082768119	0.8326245	0.9408375	
ANGPTL1	0	0	0	
MIR1839	0	0	0	
IDS	-0.204019763	17.036369	14.657883	
TSPEAR	0	0	0	
MIR221	0	0	0	
RAPH1	0.06948931	5.313364	5.624898	
CES1D	0	0	0	
MSANTD3	-0.253824439	1.550907667	1.139370333	
RXFP1	-0.018659809	0.013018	0	
MIR7654	0	0	0	
1700030C10RIK	-0.011438348	0.157132	0.147994	
1700065L07RIK	0	0	0	
APBA2	0.000913766	0.000145	0.000778667	
PRODH	-0.938069152	6.555055	2.943217	
CAMK2N2	0.313705776	0.503132	0.868237	
AI506816	-1.024458148	10.126696	4.469827	
ANO5	0	0	0	
LOC381967	-0.001558711	0.001081	0	
LUC7L2	-0.434120853	19.67433633	14.30199933	
0610031J06RIK	0.731408129	67.593714	112.883316	
SNORD33	0	0	0	
SLC5A8	-0.000566913	0.010494	0.010097	
PDCD6IP	0.087565939	18.075215	19.26886433	
MYLK4	0.006206295	0.010637	0.014994	
GUCY2F	-0.000148199	0.002744	0.002641	
N6AMT2	-0.029433184	35.009126	34.281928	
OLFR1134	0	0	0	
CPHX1	0	0	0	
MAX	-0.088631662	21.2258085	19.9014675	
ZFP282	-0.311777368	4.627724	3.533968	
CD180	0.021006449	54.494063	55.307999	
TSGA10	0.041567042	0.3527345	0.3922765	
GLG1	-0.892338462	46.666392	24.6798	
EIF4A2	-0.292651274	15.77296875	12.69345775	
DOC2G	-0.482649427	1.158172	0.544522	
OLFR1496	0	0	0	
TPST2	0.397742161	35.018324	46.452142	
AP4M1	-0.397898761	7.940175	5.785261	
1700065J18RIK	0	0	0	
ASIC3	-0.000875364	0.015543	0.014927	
ENDOD1	-0.505115626	15.431314	10.577568	
GM94	0	0	0	
CDHR1	0	0	0	
TSC2	0.041088814	1.752134286	1.831643571	
4930547E14RIK	0	0	0	
TFEB	0.367675081	2.988226667	4.145896667	
1700008P02RIK	0	0	0	
OLFR695	0	0	0	
KLK1B22	0	0	0	
MIR3059	0	0	0	
SNORA75	0	0	0	
PIGK	-0.075322633	7.2150815	6.797179	
MLEC	-0.110034004	66.109036	61.180966	
C030034L19RIK	0.232424983	0.009193	0.185608	
GM12794	0	0	0	
GM608	-0.674292022	4.04008	2.158314	
PHF8	-0.295585225	3.153586	2.3841	
FLNA	0.462899441	95.5961315	132.139325	
PCSK6	-0.004774624	0.003315	0	
GM13084	0	0	0	
TMEM196	-0.000974813	0.000798	0.000122	
PRF1	0	0	0	
MIR219C	0	0	0	
SEC63	0.164196173	15.404548	17.381978	
DOHH	-0.493604957	54.645823	38.522342	
MIR7059	0	0	0	
YPEL5	0.870377464	5.785423	11.404711	
SNORD91A	0	0	0	
OLFR1381	0	0	0	
BC031181	0.277735792	42.810738	52.111354	
SLC26A10	-0.038215616	0.026843	0	
TBC1D25	0.002054208	2.943482	2.949101	
KIF2B	0	0	0	
KIF11	-0.589244235	27.673291	18.058879	
WDSUB1	0.046994601	3.044515	3.178431	
PIAS4	-0.140003257	20.598524	18.60103	
A630033H20RIK	-0.183582274	3.427336	2.898331	
AGTR1B	0	0	0	
ARXES1	0	0	0.009436	
GPHN	-0.478182972	4.594411	3.0161225	
GDNF	-0.145022967	0.1079545	0.00199525	
CAMK1D	-0.183976048	3.7532385	3.1841505	
MMP17	-0.012485643	0.024597	0.015768	
METTL11B	0	0	0	
GFRAL	0	0	0	
GMIP	-0.098273147	25.879097	24.109121	
WDR78	-0.120324133	0.330108	0.223674	
AF357355	0	0	0	
BC037032	0.07563368	0.115733	0.175786	
RGR	-0.004476412	0.005271	0.002156667	
FAM73A	-0.258219779	0.7970755	0.502569	
HSF1	-0.418821824	26.783538	19.783066	
OLFR1535	0	0	0	
FECH	-0.010866632	18.09892	17.955604	
TRPM6	0	0	0	
VMN2R96	0	0	0	
IL13	0	0	0.025958	
MIR106B	0	0	0	
ZNF512B	-0.465287165	6.0226	4.086658	
CCDC90B	-0.159861713	5.1724125	4.5249935	
JPH3	0.018469887	0.021836	0.035002	
FANCA	-0.667323927	9.394757	5.545304	
AMPD3	1.754792366	3.4936255	14.164986	
FASTKD1	-1.092578723	10.96713	4.611656	
SLC26A1	-0.15344651	0.169445	0.051448	
REXO2	0.185974054	78.370937	89.291169	
KCNH3	-0.035390614	0.087673	0.061316	
ZBTB46	0.11622883	0.1003795	0.192699	
MIR6366	0	0	0	
IKBKG	-0.220269501	1.844182714	1.441460857	
ZFP329	-0.418161615	1.494997	0.8672	
C330024D21RIK	0.017762661	0.0052675	0.017721	
USP2	0.179305631	0.228823667	0.391444667	
GSPT1	-0.41462808	28.4315665	21.07994	
IFT20	0.288235631	23.639394	29.088296	
IL19	-0.047146079	0.033219	0	
SBNO1	-0.736388032	18.372368	10.628075	
KAT6A	-0.556788984	9.760449	6.315099	
1700072B07RIK	0	0	0	
OLFR1038-PS	0	0	0	
IGFLR1	-0.297576859	3.289578	2.490077	
USP47	0.005973883	10.1938815	10.240329	
VMN1R116	0	0	0	
CCDC178	0	0	0	
WDR35	-0.206426698	0.695901	0.4698055	
METTL18	0.073763051	3.217637	3.438887	
LHPP	-0.533040528	15.523235	10.419153	
PRPS1L3	-0.998997033	16.739703	7.87602	
GM10637	0	0	0	
IFT43	0.031300151	5.286694	5.424578	
AA619741	0	0	0	
BBOX1	0	0	0	
GM21708	0	0	0	
OLFR134	0	0	0	
I730028E13RIK	0	0	0	
GGCT	0.064668529	2.83166	3.007321	
EIF5B	-0.281432235	26.111308	21.306474	
XIST	-0.530058462	23.495601	15.963857	
GM12253	0	0	0	
SDR16C6	0	0	0	
SMC2OS	-0.160934144	0.326493	0.186476	
SMARCA5-PS	-0.053066244	0.104987	0.065081	
VMN2R104	0	0	0	
ALG13	-0.011251804	3.323693	3.290103	
GM5726	0	0	0	
KRT20	0	0	0	
ELL2	-0.19083325	55.524566	48.521148	
CETN1	0	0	0	
GP49A	2.054367086	26.82397133	114.5700317	
OLFR286	0	0	0	
CAPSL	0.283582842	0.110154	0.351295	
RPS10	-0.07090825	1215.011648	1156.689848	
ZFP68	-0.003723114	1.362773	1.356683333	
RPLP0	-0.37940501	1485.314499	1141.611066	
NUDT22	-1.497740918	24.033834	7.864667	
AMPD2	-0.376141777	9.734635333	7.270987	
CDH18	0	0	0	
FAM114A2	-0.073551566	4.894696667	4.601705	
TMEM28	0	0	0	
RPL5	-0.269861512	482.461401	399.982479	
CCAR2	-0.275805713	15.456915	12.593229	
APTX	-0.097431486	0.833409	0.713679333	
MIR381	0	0	0	
OASL2	0.83463618	11.763049	21.761714	
FAM115E	0	0	0	
DGAT2	-0.175073091	2.359992	1.976021	
KCNJ9	-0.002784687	0.052721	0.050691	
CCDC93	0.262718165	3.509668	4.4104155	
CLDN18	0	0	0	
OLFR807	0	0	0	
OLFR152	0	0	0	
RPL34	-0.331283496	57.453702	45.46070033	
RNPEP	-0.118729118	51.079431	46.9650835	
H2-M10.2	-0.043583248	0.036365	0.005525	
ANKS3	0.091623542	5.136698	5.539073	
PKM	-0.021852921	727.571711	716.618985	
MIR191	0	0	0	
BPIFA3	0	0	0	
NPPA	0	0	0.125312	
BEND6	0.910850407	1.163166	3.067084	
SMIM8	-0.143821935	5.164605	4.579696	
TMCO5	0	0	0.052926	
6430710C18RIK	0	0	0	
ISLR	0	0	0	
MRPL48	-0.316384415	24.402547	19.400277	
STFA3	0	0	0.766429	
MED17	-0.297691374	13.396419	10.712253	
KEL	0	0	0	
MIR7115	0	0	0	
OLFR1380	0	0	0	
GTF2E1	-0.552657783	10.386206	6.762694	
CD209E	0	0	0.066248	
SLC25A13	-0.02023995	12.282273	12.0972335	
KIF7	0.169179794	0.193077	0.3415185	
SKI	0.866543641	19.667735	36.683264	
4930583P06RIK	0	0	0	
VDAC3	0.030512733	52.5113895	53.6551985	
H2-T23	-0.10165191	49.293809	45.872083	
RGS11	0.066032521	1.124082	1.223561	
GLT8D1	0.166551633	3.7955035	4.3823415	
STMN1-RS1	0	0	0	
VGLL1	0	0	0	
CEP290	-0.390338392	1.953621	1.253467	
D030040B21RIK	-0.007157581	0.016171	0.011142	
OLIG2	0	0	0	
USP17LC	0	0	0	
CUL4A	-0.023383502	27.229279	26.775421	
MIR6998	0	0	0	
OLFR1248	0	0	0	
TMPRSS11A	0	0	0	
OLFR987	0	0	0	
HOXB4	0.136722536	0.867759	1.053423	
DEFA3	0	0	0	
BET1L	0.306302226	7.910231	10.017806	
OLFR884	0	0	0	
JRKL	-0.237986994	3.314991	2.6588	
D630041G03RIK	0	0	0	
MIR5129	0	0	0	
AP1M1	-0.159453993	59.149854	52.856006	
OLFR476	0	0	0	
PIM1	2.411135661	6.789249	40.430459	
TFPI	0.015390345	4.435058	4.493348333	
EDN1	-0.037176665	0.088259	0.060574	
PHF1	0.303460211	0.750877	1.160758667	
CD81	1.261600096	40.2535	97.910016	
OLFR571	0	0	0	
MIR3475	0	0	0	
NR1D2	-0.758228495	7.91669	4.271742	
TFB1M	-0.380838833	7.580104	5.589442	
IMMP2L	-0.424044195	1.267206	0.689822	
CLPB	-0.342102277	11.724213	9.038016	
IDE	-0.599563833	35.543273	23.116859	
2310007B03RIK	0	0	0	
SERTAD2	0.477866212	2.788225	4.275794	
OLFR622	0	0	0	
ANG	1.47916911	0.4350075	3.0006305	
SPAG5	-0.52935545	18.396981	12.439474	
WFDC12	0	0	0	
FOXH1	-0.065768058	0.046642	0	
SLCO5A1	-0.027911748	0.025886	0.006229	
CD2BP2	-0.253205924	5.56995025	4.5123845	
MCM7	-0.718653686	96.653259	58.340394	
PNPT1	-0.438180483	26.309639	19.156285	
RPUSD3	-0.101769237	2.928688	2.661103	
AXL	0.750485431	1.568433667	3.321027	
CLCA2	0	0	0	
CALCOCO1	-0.247613898	5.741163	4.678003	
AW495222	0	0	0	
GRSF1	-0.884393464	22.176276	11.5549415	
NKAIN3	0	0	0.000965	
GM13718	-0.034731274	0.024366	0	
OLFR211	0	0	0	
GM11595	0	0	0	
NPR3	0	0	0	
ARL6IP4	-0.135510046	59.383283	53.969797	
JARID2	-1.531390808	19.89579	6.228767	
4933432G23RIK	0	0	0	
KMT2E	-0.186641072	7.314207	6.30527	
GM20752	0	0	0.01972	
GM6083	0	0	0.055488	
PRL2C2	-0.348622461	0.311188	0.02972	
SIN3B	-0.366058188	44.7539685	34.500484	
PSMD10	-0.893731635	23.7678315	12.3305465	
COPS8	-0.271848237	43.100386	35.526488	
4833411C07RIK	0	0	0	
ZFP133-PS	-0.232347385	0.279599	0.089257	
SERPINB2	2.561571619	0.746961	9.313192	
CDH2	0	0	0	
VMN2R117	0	0	0	
GM216	0.156128862	0.056931	0.177731	
MIR195	0	0	0	
ZFP414	0.069935015	8.846666	9.335744	
MYLK3	-0.008306155	0.011175	0.00537	
MROH2A	-0.145313287	0.729401	0.563695	
CNTD1	-0.073942686	0.120014	0.064056	
SOGA2	0	0	0	
DHX57	-0.064028681	1.722487	1.6043015	
PRL2B1	0	0	0	
9030617O03RIK	0.089983688	9.779148	10.472874	
OAZ1	-0.050000657	64.0664715	61.85004	
CD63	0.459640957	113.795985	156.8673847	
PSAPL1	0	0	0	
STOML2	-0.394925219	52.678308	39.823899	
PTGER2	1.167743004	0.279544	1.874623	
COQ2	-0.204552825	18.836576	16.214332	
TMEM179B	0.012672204	10.61098533	10.713422	
C030046E11RIK	0.192890913	5.190068	6.075569	
RNASE1	0	0	0.10206	
MIR6375	0	0	0	
NUDT10	0	0	0.050331	
RSPO3	0	0	0.011827	
FTX	-0.254909467	1.0929175	0.753948	
ACTB	0.747092146	2875.541992	4827.006695	
GM8787	0	0	0	
CPNE8	-0.234194551	1.065126	0.7556865	
SYTL5	-0.002055265	0.002749	0.0013215	
MIR6988	0	0	0	
CALB1	0	0	0	
DDO	0.00206825	0.001652	0.003089	
STRA13	0.024940795	69.485513	70.714635	
ATG7	0.848322313	5.464157	10.63810733	
SAT1	1.042355811	28.3025735	59.3512305	
E330020D12RIK	0.041649837	0.392239	0.433018	
2310005E17RIK	0	0	0	
MAST2	0.182910675	7.8812745	9.0817725	
FNDC7	-0.445756376	0.401456	0.028948	
OLFR768	0	0	0	
ZSWIM8	0.311095068	3.280661	4.310798	
MKRN1	0.512396278	22.532427	32.567065	
RNPC3	-0.172552534	2.215021333	1.852596667	
SSB	-0.484337557	61.2359105	43.4877985	
MRGPRA2A	-0.08503331	0.353874	0.276382	
KRTAP20-2	0	0	0	
NLRP1B	0.449559878	1.814028	2.842903	
HRSP12	-0.265787863	4.444817	3.528696	
PLXNB3	0.114820316	0.013868	0.097857	
MPZL3	0.006226375	1.243868	1.253573	
A830019L24RIK	0	0	0	
DDX24	-0.404782429	29.2379255	21.840223	
PAX3	-0.000132434	0.0077135	0.007621	
5730422E09RIK	-0.025588749	0.017895	0	
WFIKKN2	0.027199497	0.092943	0.113744	
9430018G01RIK	0.005572847	0.003805	0.00769	
TMEM139	0	0	0	
FUT11	-0.007542576	4.126501	4.099769	
SAMD14	-0.109620095	0.234872	0.144519	
MIR654	0	0	0	
GPR37L1	0	0	0	
CCL19	0	0	0	
ZFP868	-0.252560638	4.2422505	3.4003725	
ZFP697	-0.126852811	0.154588	0.057403	
SALL3	-0.005792319	0.004023	0	
LIG3	-0.496430241	2.78895775	1.68583525	
AQP12	0	0	0	
VMN2R110	0	0	0	
CHRNA1	-0.043473889	0.039236	0.008387	
OLFR1023	0	0	0	
ERCC2	-0.424545512	13.204356	9.583288	
OLFR78	0	0	0	
KRT33A	0	0	0	
GPR137B	-1.453462495	81.918091	29.277045	
GRPEL2	-0.103601251	6.65666	6.126106	
G6PD2	0	0	0.036286	
NSUN5	-0.433636216	15.970873	11.565121	
8030443G20RIK	0	0	0	
SEC14L4	0	0	0	
VMN2R57	-0.016201047	0.011293	0	
CXXC5	-0.121430685	0.169646	0.075227	
TIGIT	0	0	0.017168	
GTF2H4	-0.35222224	16.945634	13.058188	
SVOPL	0	0	0	
HGSNAT	0.338781801	13.029546	16.743002	
GM14305	-0.311390994	4.073495	3.088549	
RAB3A	0.087609034	1.3175115	1.4626055	
MAT2A	-0.610218786	128.867607	84.075925	
D430019H16RIK	-0.005831014	0.005059	0.001005	
2310010J17RIK	-0.239386866	0.487641	0.2601885	
VMN2R6	0	0	0	
TMEM63B	0.148020889	8.936048	10.009622	
PDILT	0	0	0	
CARD10	-0.066242149	0.130859	0.080109	
UBE2QL1	-0.015613174	0.010881	0	
PGS1	0.091206193	50.638832	54.008805	
A330021E22RIK	0	0	0	
KLHL38	0	0	0.012914	
ABTB2	2.150926333	1.415441	9.727284	
0610039K10RIK	-0.052825076	0.145875	0.104677	
PGAM5	-0.489797676	16.1709815	11.2278845	
TMEM231	-0.33130365	0.391803	0.10623	
AKT1	-0.293355014	73.909383	60.126223	
GM10785	-0.153637165	0.323407	0.189718	
ARID1B	-0.077449412	4.776885	4.474937	
SLC22A22	0	0	0	
CREBL2	0.267015442	1.133414	1.567171	
2410003L11RIK	0	0	0.064323	
FANCL	-0.329303625	5.30914	4.021574333	
5730409E04RIK	-0.015439326	1.848516	1.8181945	
GART	-0.740132139	69.80052	41.387175	
KLHL20	-0.016620028	7.753955	7.653687	
ST6GAL2	0	0	0	
