!Series_platform_id				
GENE	rna	wildsubtype~osteoclast~precursor~MsubCSF~24H~rep1	wildsubtype~osteoclast~MsubCSF~RANKL~24H~rep1	@OC_up
ANKRD34A	-0.006935029	0.095828	0.090573	
CMTR1	0.643057148	25.567967	40.489463	
VMN1R88	0	0	0	
UPF3A	0.193450203	18.241979	21.003109	
SLC9A4	-0.260958592	0.733339	0.446529	
MIR3076	0	0	0	
OLFR899	0	0	0	
C130060C02RIK	-0.043412473	0.059913	0.028494	
NAV2	0.009813115	3.5654885	3.5966485	
NHLRC3	-0.816386677	14.186242	7.623696	
ARMCX4	-0.03946487	0.038867	0.010834	
KATNAL1	0.102927567	1.287772	1.456954	
HTRA3	0.081470423	0.715456	0.815117	
COX5B	0.243928208	232.788661	275.855497	
GBX1	0	0	0	
GM20199	0.008855977	0.015043	0.021293	
AA387883	0	0	0	
PLCL1	0.03692731	0.061387	0.088905	
GM13271	-0.114869382	0.082877	0	
SIX4	0	0	0	
NPLOC4	0.140436382	15.916397	17.6459035	
CCDC6	0.37801223	8.541453	11.399596	
PRDM9	0.368976901	0.864182	1.407473	
SMIM12	0.300962284	26.458721	32.828207	
C1QTNF2	0	0	0	
1700008I05RIK	0	0	0	
LYZ2	-1.47034519	19886.62939	7176.364663	
RBM4B	0.659502151	3.437054	6.008493	
EPC2	0.304923223	5.830666	7.438283	
CEP78	0.007415667	9.892265	9.948397	
MEIS3	-0.12751491	0.201649	0.0999978	
SMAP2	-0.233815304	29.207681	24.688099	
1700042B14RIK	-0.063217054	0.067023	0.021277	
TXNDC2	-0.013452969	0.0093685	0	
UBXN2A	0.502444992	5.8631	8.722352	
CDH3	0	0	0	
MIR1962	0	0	0	
1700049L16RIK	0	0	0	
1700001K23RIK	0	0	0	
SLCO4A1	3.88909394	1.098109	30.085795	
SLC5A4B	0	0	0	
MTA3	-0.907162466	5.43894375	2.43345625	
NR3C1	-0.268154334	13.771858	11.266273	
MIR744	0	0	0	
OLFR1454	0	0	0	
NSUN4	0.050207526	3.088513	3.233303	
ALG11	0.174926154	1.001293667	1.259273667	
STK11	0.214707224	14.734586	17.25948967	
SIL1	-0.151174698	17.505279	15.664317	
DUSP11	0.282770712	16.580084	20.386682	
IRAK4	-0.291037334	11.238525	9.00272	
HYPK	0.481522743	125.271613	175.302519	
CLDN12	0.179248609	0.087417	0.23127575	
4931440J10RIK	0	0	0	
NDUFS6	0.36391831	33.5802465	43.5018855	
DTNB	-0.027603539	0.643675	0.612525	
IGBP1B	0	0	0	
TG	0.008757653	0.00693	0.013061	
GRLF1	0.177080644	3.002672	3.525396	
RPS9	0.455988512	1051.123243	1442.220984	
TMEM180	-0.000188925	10.569835	10.56832	
OLFR214	0	0	0	
RAD51AP1	0.177893231	14.172634	16.16375	
RPS6KA3	-1.05310742	30.534204	14.197248	
OLFR411	0	0	0	
RAB21	-0.185365104	41.64411	36.50236	
GM5177	0.031370253	0.020183	0.042609	
KLHL3	-0.175668571	0.176689	0.04179	
FLT1	-0.022445646	0.051644	0.035409	
GM4792	0	0	0	
MFSD2B	0.177940475	0.136745	0.285963	
DMBT1	0	0	0.004453	
MIA	0	0	0	
CLASP1	0.764013907	2.608080333	5.127274	
SPNS1	0.183251397	11.2185855	12.87347	
MTHFD2	0.145767936	35.860899	39.779927	
VMN1R125	0	0	0	
GM4371	0	0	0	
BARX2	0	0	0	
4931406P16RIK	0.091870726	6.846636	7.362562	
PSMB11	-0.005138455	0.010584	0.006991	
MIR293	0	0	0	
B4GALNT2	0.18640104	0.175763	0.337926	
D730050B12RIK	0	0	0	
BPIFC	0.15216112	0.014224	0.127039	
MIR878	0	0	0	
GSAP	1.092397018	10.014704	22.486435	
CTSF	0.036738615	2.368644	2.455529	
MIR466D	0	0	0	
AVL9	0.006809512	4.129196	4.153463	
4930573O16RIK	0	0	0	
1700067P10RIK	0	0	0	
ME3	0	0	0	
1810024B03RIK	0.030962838	0.053759	0.076619	
NAA40	0.436303459	19.797625	27.141949	
1700034K08RIK	0	0	0	
RPL30	1.011561045	19.242956	39.8116495	
HMG20B	0.224322495	6.725076	8.024654	
ENGASE	0.147871172	4.281664	4.851732	
PUS1	0.814302928	8.292015333	15.33952867	
VMN1R59	0	0	0	
MAP1B	-0.013156373	0.04408	0.034602	
CENPL	-0.041864045	4.8669345	4.6991345	
SYCP2	-0.007874555	0.010406	0.004906	
ZMYM5	-0.015494422	1.382662333	1.357209667	
MIR6923	0	0	0	
4930447N08RIK	0	0	0	
PRSS33	0	0	0	
GIF	0	0	0	
RRAGC	-0.510188142	67.708942	47.242669	
CCDC23	-0.26924322	10.2325325	8.3202465	
TRIM34A	-0.397833056	6.072448	4.36797	
MAN2C1OS	0.072096887	1.127333	1.236345	
PARP2	0.198548714	17.403975	20.11936	
OLFR1477	0	0	0	
TPCN1	0.191989146	18.269715	21.012521	
GLS2	0.02605137	0.021854	0.040473667	
DBNDD2	0.063870232	0.53153875	0.6008655	
DEFB15	0	0	0	
2610020H08RIK	-0.125916682	1.0602265	0.888036	
MTCH2	0.18082104	36.767996	41.811111	
PPARG	-0.053301015	5.075645	4.8552735	
DCAF5	-0.275686686	6.376171	5.093138	
MCPH1	0.246039182	5.949717	7.241994	
GM13011	0	0	0	
SPINT2	1.032693854	0.310395	1.6808595	
RBM27	0.538330595	7.447008	11.267514	
SLC6A5	0	0	0	
CSTB	0.702601043	546.989184	890.81747	
TCF15	0	0	0	
IDNK	0.007267893	3.2099385	3.2312005	
NDUFAF2	0.517505585	24.132843	34.977114	
CYP4A32	0	0	0	
1700025K24RIK	0	0	0	
MIR547	0	0	0	
TERF1	0.132311845	3.414575	3.838589	
CPA2	0.093009274	0.050927	0.120911	
MIR669M-1	0	0	0	
F630111L10RIK	0	0	0.011691	
4930422G04RIK	0.212763106	1.771412	2.211805	
UBOX5	0.389211655	0.947059667	1.550020333	
CERS4	-0.857404287	4.192134	1.865771	
MIR101A	0	0	0	
PPM1H	-0.580048896	4.0577315	2.3833245	
DUOX2	0	0	0	
ANG3	0	0	0	
PFPL	0	0	0	
SFTPD	0	0	0	
ARHGAP9	-0.353659613	22.3622355	17.2832015	
TRDN	0	0	0	
LYPD4	0	0	0	
OLFR574	0	0	0	
2310020H05RIK	0	0	0	
SNRPN	0	0	0	
PLEKHG1	-0.132824788	0.3750045	0.2540645	
1700007P06RIK	0	0	0	
PCDHGB5	-0.377052114	0.525836	0.174908	
ACVR2A	1.234030999	1.31254	4.439633	
POMP	-0.19707349	207.104259	180.533147	
VWA5B1	0	0	0	
GM20098	0	0	0.004361	
POLR2D	0.5576348	17.077017	25.606734	
GM5105	0	0	0	
2310047M10RIK	-0.418954618	7.82207	5.598612	
LGALS3BP	-0.167078781	130.848932	116.430495	
ZNRF1	0.128080642	1.8949365	2.163699	
5430402O13RIK	-0.023951023	0.035559	0.018509	
MIR6373	0	0	0	
1700006A11RIK	0	0	0	
MTO1	0.099069589	10.977648	11.829049	
SCAF11	0.359494748	17.267128	22.436296	
1700092M07RIK	0	0	0.161588	
HSPB11	0.22848201	8.375935	9.98486	
PROX2	0.324662946	0.276343	0.598456	
MYL12A	-0.797606792	197.844306	113.395671	
ADAM15	-1.245292591	124.0684695	51.7566745	
GM4224	0	0	0	
AEBP1	0.033155242	0.059358	0.0839855	
SPR	0.5178261	39.510408	57.002646	
TTLL6	0	0	0	
WBP1L	0.000916148	10.05378567	10.06080733	
FAM175B	0.220784375	18.904478	22.196022	
ZIC5	-0.018769465	0.013095	0	
KLK4	0	0	0	
CLN5	-0.736931957	26.66352	15.598499	
MAFF	-0.355373054	2.467578	1.710493	
SPNS3	0.707939787	0.247387	1.037569	
ZCCHC16	0	0	0	
CLCN6	-0.18180281	4.755268	4.073848	
API5	0.405243833	47.793853	63.61832	
GM806	0	0	0	
CCDC63	-0.005196786	0.018265333	0.014604	
DNMT3A	1.2508283	4.238311333	11.46602933	
ZKSCAN1	0.281888764	1.1382735	1.599682	
HOXB9	0.022575873	0.005042	0.020893	
GDF7	-0.045230465	0.031848	0	
ATP6AP1	-0.210197682	189.631871	163.785769	
4930471G03RIK	0	0	0	
OLFR130	0	0	0	
JMJD1C	0.267665402	7.708801	9.484161	
AP1G2	0.508061636	19.738158	28.492526	
VMN1R14	0	0	0	
ODAM	0	0	0	
ESP8	0	0	0	
TGFA	0	0	0.006688	
KLRA14-PS	0	0	0	
UROS	0.237491438	1.238715	1.63931275	
OLFR66	0	0	0	
GM1140	0	0	0	
SLC5A6	0.666666628	1.587022	3.106641333	
SEC16B	0.148150691	0.013767333	0.123404333	
OLFR1130	0	0	0	
RPS27A	0.370835792	605.1815215	782.8543815	
DPY19L2	0	0	0	
OLFR598	0	0	0	
RHOX2C	0	0	0	
DYTN	0	0	0	
METTL15	0.592088434	1.894588	3.363381	
RFPL4	0	0	0	
OLFR556	0	0	0	
USP53	0.263254506	0.486714	0.784329	
SLC7A7	-2.247941126	10.30493567	1.379964	
VMN1R24	0	0	0	
GM4532	-0.017944396	0.449065	0.431153	
PLAG1	0.002814227	0.173833	0.176125	
VWCE	-0.01228547	0.008552	0	
GM11559	0	0	0	
NOL8	0.806470894	2.063033667	4.357025333	
NTF3	0	0	0	
IQCK	0.345554222	0.125296	0.429845	
LOX	0.067294631	0.044577667	0.094456333	
SIPA1	-0.516022539	8.362858	5.5474196	
GM17727	0	0	0	
MIR694	0	0	0	
2310057N15RIK	0	0	0	
PTCH1	0.796561374	0.799993	2.126509	
VCAN	0.752823294	0.8778376	2.1643202	
NKAIN1	2.947165418	2.843581	28.642937	
IL11RA1	-0.28434922	3.29972	2.530551333	
MIR24-2	0	0	0	
CRAT	-0.8021323	22.780431	12.638099	
GM10104	0	0	0	
RPH3AL	-0.003702239	0.009596	0.0070085	
4930563M20RIK	0	0	0	
GM815	0	0	0	
1700092C10RIK	0	0	0	
DESI1	0.44269578	11.625549	16.159909	
PIH1D1	0.465701111	11.80542167	16.68413767	
GGA2	1.039454128	12.331359	26.401939	
SEMA4B	0.525320418	2.798274	4.466678	
ENPP6	-0.070314529	0.059835	0.009419	
NIPAL2	0	0	0	
TMC4	0.026298506	0.266424	0.289721	
MIR465D	0	0	0	
GIMAP9	0.249313747	0.459991	0.735406	
OLFR1471	0	0	0	
CNIH2	-0.038339804	0.100243	0.071389	
MICAL3	0.152724146	0.773682	0.971743	
SMAP1	-0.232827157	4.409469667	3.603273	
MIR215	0	0	0	
SLC24A2	0	0	0	
USP38	0.466545487	8.441873	12.04675	
RPS27	0.085082491	0.939467	1.0572865	
4930517E11RIK	0	0	0	
LYAR	0.87752539	24.981312	46.733419	
UGT2A1	0	0	0	
LRP1	-1.000314224	235.909274	117.42884	
ANGEL1	0.332607084	1.776229	2.496069	
MYBPC2	0	0	0	
GTF3C6	0.563649284	21.694799	32.542983	
XLR5B	0	0	0	
ABT1	0.454296612	3.33791	4.943434	
CDC20B	-0.001542358	0.021048	0.019957	
SMAD3	-0.578041063	4.232994	2.50544	
SEH1L	0.529267026	9.1207315	13.606197	
KDM5C	0.525620191	11.327009	16.745374	
UNC5D	0.001471111	0.000768	0.001789	
VMN1R77	0	0	0	
TUSC2	0.247278065	11.32181	13.625564	
OLFR653	0	0	0	
LRRC30	0	0	0	
MUP2	0	0	0	
SASH1	-1.969371942	43.965708	10.482631	
NAP1L5	0.05874708	0.067544	0.111912	
GDE1	-0.73128582	52.343668	31.132455	
2310045N01RIK	-0.064618306	32.194279	30.740312	
SPIRE1	-0.108671684	5.696418	5.2105365	
SNORA3	0	0	102.174445	
SPATA13	0.65780091	0.750883	1.762326	
MYADML2	-0.231651535	0.1967795	0.0192485	
TCF7L1	-0.008174146	0.0108205	0.0051095	
PIK3C2A	-0.825798203	10.659222	5.577783	
LY96	-0.929458402	10.7444575	5.166491	
VMN2R24	0	0	0	
FAM45A	-0.822188894	11.927607	6.311637	
MFAP2	0	0	0	
TOX	0	0	0	
MRGPRB1	0	0	0	
GALNT3	-1.092826994	2.139716	0.47203	
ZFP280D	0.389476984	3.836266	5.335114	
IFNE	0	0	0	
SLC9A7	-0.616984869	2.305349	1.155194	
2310002L09RIK	0	0	0	
CMTR2	0.504514336	3.188771	4.942382	
CTXN3	0	0	0	
MAGI2	0.109680585	0.065764333	0.149948333	
S1PR5	0	0	0	
HAGH	1.721324747	8.2288425	29.4310975	
FMNL3	-0.941872901	25.376954	12.730699	
OLFR1424	0	0	0	
TFIP11	0.291743352	14.951509	18.526539	
SWI5	0.25628347	38.009633	45.59302167	
GPR111	0	0	0	
CPSF2	0.422704502	18.37442	24.970209	
PHF21B	-0.020271481	0.057059	0.04231	
GM13305	-0.184037254	0.810707	0.59385	
KAT5	0.114681648	3.303604	3.6596674	
COL25A1	0	0	0.014137667	
RPS23	0.371276157	1444.890262	1869.254002	
STMN4	0.031955632	0.055539	0.07918	
RBM3OS	0.233108124	0.179635	0.386501	
GOLM1	-0.023013029	8.728297	8.574348	
SH2D3C	0.125652334	1.987046333	2.258870333	
ATP5SL	0.662891623	3.468661	6.07502	
1700019G24RIK	0	0	0	
HENMT1	0.094088111	0.0090365	0.077036	
HELZ2	-0.412621925	10.378382	7.548087	
CML1	0.327731367	0.495352	0.876724	
HOXA3	-0.085369015	0.073193	0.011531	
SEL1L2	0	0	0	
9530053A07RIK	0.019214965	0.007392	0.020899	
GRRP1	0	0	0	
ADAM6B	0	0	0	
HTR5A	0	0	0	
AFM	0	0	0	
GM13178	0	0	0	
CAR5B	-0.016957787	5.257621	5.184498	
4933434I20RIK	0	0	0	
ALOX5AP	-1.653376627	845.73634	268.173462	
MIR3963	0	0	0	
SGMS2	-0.550067642	1.511625	0.71541	
YKT6	-0.502657069	85.964182	60.379813	
MIR7037	0	0	0	
A330074K22RIK	0	0	0.625638	
SPARC	-0.082159889	0.2050185	0.1383115	
TCF20	0.620541899	2.8896335	4.980127	
IQCC	0.087531769	3.349731	3.62181	
MIR105	0	0	0	
WDR33	0.381004011	2.79405975	3.940806	
MED9	0.039650947	8.531956	8.797565	
ZFP352	0	0	0	
ESP5	0	0	0	
MAST3	0.080336718	16.718188	17.732816	
WNT10A	-0.023243995	0.016242	0	
CES1B	0	0	0	
HEY2	0	0	0	
ATP5B	0.535437738	543.06116	787.552373	
SNORA5C	0	0	0	
MAP3K2	-0.116538539	4.184268	3.781959	
ARHGEF1	-0.287302148	16.4787416	13.3226572	
SURF1	0.030369558	5.197887667	5.329739667	
RASL11A	-0.004084171	0.06193	0.058928	
MCPT-PS1	0	0	0	
MIR6916	0	0	0	
OLFR1507	0	0	0	
XRCC5	1.108733043	0.43673	2.098397	
DDX51	0.654392879	5.955057	9.946936	
ARFGAP3	-0.469988002	8.616555	5.94287	
GM8298	0	0	0	
MYADM	-0.295272942	44.92195425	36.42263375	
MIR137	0	0	0	
DUSP6	-2.711431183	66.1529	9.252804	
VMN2R23	0	0	0	
CCDC19	0.070948901	0.15874	0.217149	
PANK3	-0.252542844	15.742783	13.054153	
MYPOP	-0.224519402	0.680441	0.438256	
IFNA7	0	0	0	
UACA	0.460309474	4.052311	5.951156	
CNGA2	0	0	0.028527	
ZFP62	0.215113046	3.3791945	4.0833465	
FBXO24	-0.099022605	0.21894	0.138082	
GPR108	-0.240941634	25.032837	21.0288	
OLFR652	0	0	0	
KCNS2	0	0	0	
CXCL12	-0.062772173	0.047630333	0.003025	
FA2H	0	0	0	
GM17746	0	0	0	
FAM175A	0.557980739	2.561157	4.242761	
SSXB8	0	0	0	
RPL31-PS12	0.42078745	15.015466	20.439232	
LDLRAD3	-0.118695176	0.664136	0.532703	
NAGPA	0.219160677	23.701189	27.7535715	
FAM134B	-1.638637575	5.0918425	0.956453833	
PBRM1	0.338023622	12.608103	16.200966	
MRPL40	0.374189909	35.396285	46.173646	
OLFR771	0	0	0	
BPTF	0.29438297	6.61545	8.339286	
SLC26A6	0.450798656	3.972564	5.796484	
PLEKHG2	-0.462780545	0.952196	0.416487	
COQ4	0.204069149	5.601653	6.604727	
LYZL4OS	-0.149865456	0.109466	0	
PTCRA	0.050068205	0.013228	0.049009	
CMTM2B	-0.059439732	0.042061	0	
KRT6A	0	0	0	
UNC5C	0	0	0	
CD68	-0.359805226	486.2176805	378.6740145	
MAPK1	0.111856096	27.7379835	30.054771	
KCNJ5	-0.00363707	0.046528	0.043893	
FMO2	0	0	0	
EML4	0.389358014	2.2099695	3.2044515	
ZFP266	0.376292099	1.3314745	2.0262575	
MIR376A	0	0	0	
P2RX1	-0.132829579	0.255106	0.144708	
REPS2	-0.660985988	1.218717	0.4032185	
GLB1	0.040917477	6.485958333	6.701313333	
SH3D21	0.104760624	0.0351525	0.113116	
EIF3B	0.613002199	137.862268	211.381314	
HIST1H2AA	0	0	0	
MIR6961	0	0	0	
ZFP367	-0.24576251	10.166949	8.417869	
STC2	0	0	0.051032	
TNFRSF11B	-0.031681759	0.032745	0.010313	
TRAF6	0.298134728	3.0543675	3.9850625	
NR4A2	-0.033692752	0.2656475	0.236432	
SNORA34	0	0	0	
TRIM31	0	0	0	
MIR6354	0	0	0	
GZF1	0.141427832	5.711548	6.402812	
OLFR1413	0	0	0	
E130307A14RIK	-0.048624016	0.762358	0.70395	
CYSLTR1	-1.238161993	3.854885333	1.058046	
MUC1	-0.001078874	0.013994	0.013236	
CIB1	-0.296705251	12.716381	10.166636	
RETNLG	-0.703943339	26.602903	15.9452	
C030023E24RIK	0	0	0	
AKR1B3	0.083799534	48.573977	51.538774	
TENM1	0	0	0	
GM6936	0	0	0	
MIR6992	0	0	0	
FRG1	0.2133772	33.62145	39.140076	
HMGCS1	-1.173329829	14.3958135	5.826454	
ANO9	0	0	0	
SPEM1	0	0	0	
GM6432	0	0	0	
ARID3C	0	0	0	
ULK1	0.303167118	4.737415	6.07911	
WFDC15A	0.467922512	0.109167	0.534107	
FARSA	0.577417203	43.851613	65.926477	
DQ267101	0	0	0	
SH3GL1	-0.562220412	22.115784	14.655373	
MAP3K7	0.022862805	6.754864	6.8787365	
EMILIN1	-1.642356463	19.918512	5.700886	
MIR6909	0	0	0	
TCN2	-1.941588712	15.36525233	3.260359667	
RAB17	-0.030071884	0.021063	0	
MIR130C	0	0	0	
TRPC4	-0.013578385	0.00945625	0	
AOC3	0	0	0	
EPDR1	0.106024446	0.078426	0.160665	
ETV5	-2.557123775	42.202497	6.340707	
OVCH2	0	0	0	
SMURF1	1.127321536	3.377869	8.563577	
NUPL2	0.651285821	3.227606	5.63974	
TMED7	-0.038983602	46.273506	45.013215	
GM1600	0	0	0	
OLFR979	0	0	0	
2010308F09RIK	0	0	0.052169	
USP3	0.09211478	2.384318667	2.607452	
TMEM184B	0.067640729	8.3348095	8.782894	
SMIM13	-0.434920977	5.300284	3.660536	
POLR1D	0.74893799	48.1538065	81.6056885	
OLFR560	0	0	0	
OLFR1258	0	0	0	
DEFB13	0	0	0	
MIR6236	-0.338636566	396.588971	313.408707	
ZMYND12	0	0	0	
CD300LB	-0.811528044	101.838812	57.595298	
NELL1OS	0	0	0	
HIF3A	-0.003055996	0.0021205	0	
BEND4	0.442841858	4.517416	6.499709	
OLFR599	0	0	0	
CSRP2BP	0.28408827	10.147729	12.5739265	
OLFR711	0	0	0	
OLFR129	0	0	0	
SV2B	0	0	0.0026305	
PPIP5K2	0.38905382	10.960879	14.663181	
LRRN2	0	0	0	
UGDH	-0.237890667	27.513587	23.179072	
MSX3	0	0	0.064776	
1700022A21RIK	0	0	0	
LASP1	0.544573657	179.509634	262.28941	
GRAMD1C	0.016626645	0.0232175	0.035078	
D130017N08RIK	0.355915088	0.513361	0.936795	
STK32B	0	0	0	
NPRL2	-0.090094849	7.420107	6.910362	
FSTL3	0.020541355	0.016316	0.03089	
5730522E02RIK	0	0	0	
SLC36A2	-0.181271172	0.207137	0.064605	
OLFR273	0	0	0	
MIR666	0	0	0	
LOC101243624	0	0	0.0092275	
OLFR16	0	0	0	
PTX4	0	0	0.0210185	
MIR382	0	0	0	
RAB39	-1.209642859	3.835809	1.090886	
FAM43A	0.727927359	0.904329	2.15406	
HMGB1-RS17	0.0302982	0.459253	0.490223	
BC048671	0	0	0	
GSTM7	-0.105762163	0.155559	0.073877	
4933402J15RIK	0	0	0	
OLFR109	0	0	0	
KDELC1	0.533847111	7.954575	11.964297	
DHX30	0.515324827	5.334861	8.054517667	
NKX2-5	0	0	0	
MIR7240	0	0	0	
AI607873	0.107342216	50.892902	54.901207	
MIR6382	0	0	0	
9130008F23RIK	0.551968225	0.21894	0.787069	
1700027J07RIK	0	0	0	
4930592I03RIK	0	0	0	
PHF20	0.452172642	8.962048	12.629068	
5430440P10RIK	0	0	0	
SLFN8	-0.184459678	0.8090855	0.5919565	
OLFR1039	0	0	0	
LGI2	0	0	0	
AV320801	0	0	0	
BPHL	-0.339125997	9.146514	7.021023	
SPAG6	0	0	0	
HOXB3	0.067721363	0.0953175	0.1479585	
ROBO2	0	0	0	
MAD1L1	0.807643898	21.153509	37.776407	
GNB2	-0.235507867	279.378114	237.149228	
CCS	0.183224735	16.501811	18.871888	
PABPC4	1.351603986	14.680533	39.016045	
ADAMTS3	0.002463024	0.0019335	0.0036455	
NUP62	0.263774032	58.402774	70.319883	
GM16551	0	0	0	
CYR61	-0.050884746	0.265962	0.222089	
1700011C11RIK	0	0	0	
RPP25	0.335038522	0.074985	0.355998	
COL28A1	0	0	0	
MIR6244	0	0	0	
MTUS2	-0.0208871	0.163249	0.146529	
PHOX2A	-0.001495344	0.020313	0.019256	
ITGA3	0.014266829	0.024545	0.034727	
BC048644	0	0	0.039379	
FBXO7	-0.089381674	9.925269	9.268939	
EML2	0.357930696	6.1562895	8.171403	
PARVB	0.051818009	61.21904	63.494411	
GM16861	-0.070049297	1.548584	1.427795	
ZFA-PS	0.079578494	0.128634	0.192638	
GM21188	0.819906973	13.425594	24.465388	
MID1	-0.493740555	0.7690506	0.2563468	
MIR421	0	0	0	
ZFP51	0.28458696	2.502879	3.266722	
FBP2	0	0	0	
MIR7040	0	0	0	
A930024E05RIK	-0.574024847	0.726955	0.160065	
GM14482	0	0	0.001024	
YTHDF2	0.446288649	18.808098	25.98914	
ZFP423	0	0	0.005721	
SPEER6-PS1	0	0	0	
SPON2	-0.078805186	0.056143	0	
ARC	-0.109542003	0.1400175	0.056662	
PIK3C2B	0.042754104	0.124795	0.158627	
PEG3	0	0	0	
SPESP1	0	0	0.009594	
ANG2	0	0	0	
FIP1L1	0.52172549	5.4091	8.201361	
MCM3	0.354323957	65.818636	84.420035	
4930401O10RIK	0	0	0	
MIR466I	0	0	0	
PLK1S1	0.074299745	3.40194	3.634582	
TMEM95	0	0	0	
EFHC2	-0.017411709	0.012142	0	
CEBPZ	0.844977254	13.332596	24.744731	
GM14124	-0.027563244	0.081112	0.060653	
IRF3	0.162503348	10.0556895	11.373832	
HCN2	0.159231959	0.629565	0.819723	
UNC119B	-0.067030966	7.922592	7.517511	
ULK4	0.006146271	0.044185	0.048643	
TAS2R105	0	0	0	
CARD14	-0.457579582	1.367934	0.724346	
OLFR102	0	0	0	
PYHIN1	-0.622614835	4.912313	2.840004	
EID2	0.237283767	0.421336	0.67543	
ITFG1	-0.156972816	24.582594	21.945158	
2210011C24RIK	-0.611740846	0.528102	0	
TSPAN12	0	0	0.035398	
MRPL9	0.711320222	25.169417	41.847232	
NEDD4	0.009019906	0.382877	0.39155	
PYCR1	-0.001756888	0.284263	0.2827	
CYP39A1	-0.059699928	0.065546	0.022352667	
SLA	-1.063194944	5.588426	2.15303	
GM14288	0.06607083	3.595098	3.810432	
H2-M10.6	0	0	0.001128	
PPP1R1A	0.688471239	0.052329	0.695907	
LRRC41	0.318134942	14.656649	18.519423	
PSG18	0	0	0	
DNAJC6	0.001847841	0.0014465	0.00273	
LINGO3	0	0	0	
PTGS2	0.269842431	0.361947	0.642067	
OLFR1308	0	0	0	
YTHDF3	-0.034910523	7.605315667	7.399582333	
SMC4	0.040111196	56.873686	58.505323	
E330033B04RIK	0.110765552	0.094459	0.181798	
MYL4	-0.208116881	0.294427	0.120542	
TUBA3A	0	0	0	
SLCO1A6	0	0	0	
4930482G09RIK	0	0	0	
CNOT6	0.27324581	11.744597	14.402148	
CCDC88A	1.179883194	5.795318	14.395366	
QPRT	-0.043335369	0.114996	0.082002	
EPN2	0.60220818	0.350562333	1.050205333	
GM7904	-0.039878589	0.054792	0.026035	
MSANTD4	-0.148232984	12.210404	10.920474	
MIR466B-3	0	0	0	
JUND	-0.188532627	44.814221	39.201877	
2010009K17RIK	0	0	0	
GLTPD1	-0.013911096	10.365974	10.256905	
FAM213A	-0.658582909	6.021912	3.448383	
HIST1H3A	0.018972677	0.522922	0.543082	
HHIP	0	0	0	
REM1	0	0	0.019339	
MIR6910	0	0	0	
KRTAP22-2	0	0	0	
AQP9	-0.51920902	0.855176	0.294457	
SMIM15	-1.013394273	71.996936	35.161177	
NCK2	-0.855611945	6.55872	3.177182	
SOX21	0	0	0	
ZDHHC24	-0.334818903	1.289753333	0.815508	
TGFBR1	-0.538354751	19.337408	13.003438	
DMXL2	0.052566744	2.923717	3.06932	
SNN	-0.283962931	0.654928	0.359245	
MAGEA10	0	0	0	
FER1L5	-0.073057122	0.125975	0.070376	
KLHL41	-0.056004135	0.213884	0.167665	
VMN1R207-PS	0	0	0	
FAM102B	-0.244410159	10.065872	8.341376	
IRG1	0.33202215	1.663619	2.352901	
TIMM23	0.795369934	81.950514	142.96247	
NLRP9C	0	0	0	
PEO1	1.447151769	2.537204	8.644866	
ZXDA	-0.001948398	1.027245	1.024509	
ESRRB	0	0	0	
KHDC1C	0	0	0	
NIPBL	0.162911367	4.6231965	5.2954165	
PCDHA7	0	0	0	
DLGAP1	0	0	0.014406	
GJA3	0	0	0	
1700008O03RIK	0	0	0.077129	
2810404M03RIK	0	0	0	
CANX	-0.036089455	60.497085	58.97779867	
VMN2R35	0	0	0	
TAS2R124	0	0	0	
TPCN2	-0.555273706	27.176229	18.174711	
OLFR213	0	0	0	
GM16404	0	0	0	
BCDIN3D	0.075378769	4.146779	4.42284	
CBS	0	0	0.015946333	
APPL2	-1.113977267	16.030097	6.868221	
GLIS2	0.054662793	0.091896	0.134061	
EFCAB10	0	0	0	
CEP72	-0.029060581	1.639539	1.586902	
1700012P22RIK	0	0	0	
EPN3	0	0	0	
MIR6415	0	0	0	
4933417O13RIK	0	0	0	
PRRT4	0	0	0	
HLF	0.072240074	0.026119	0.078808	
MOB3A	-0.83096653	31.055346	17.019993	
PDE6H	0	0	0	
BTC	0	0	0	
MAP4K5	0.543790322	3.738877	5.908323	
RIMKLA	0	0	0	
ZFP706	0.331533096	25.916755	32.870695	
TTLL5	0.40673226	2.774641	4.003965	
GM12409	-0.090391423	0.064659	0	
USP43	0	0	0.1864605	
RNASEH2C	0.183617068	44.291166	50.438435	
AI118078	0	0	0.012246	
COL6A3	0.024945823	0.0113245	0.0289635	
LOC100862268	0	0	0	
SMOC1	0.038589725	0.0218815	0.049584	
LAMP5	-0.046274517	0.032595	0	
EBPL	-0.298887819	5.515184	4.296055	
D830005E20RIK	0	0	0	
EP300	0.058860623	15.726448	16.422984	
OTOR	0	0	0	
RBBP8	0.206732321	2.24012225	2.739332	
ZDHHC11	0	0	0	
TMEM132D	0	0	0	
LCMT2	0.231125665	3.488703	4.268617	
NR2E3	0	0	0	
LRRC17	0.140412601	0.129443	0.244895	
KIRREL	-0.009136906	0.0120845	0.005695	
IFI30	0.86124919	369.705798	672.428076	
MIR3093	0	0	0	
GM21949	0	0	0	
WFDC3	0	0	0	
KATNB1	0.166373042	6.731727	7.676804	
CMA2	0	0	0	
AMY2B	0	0	0	
CFHR2	-0.246096821	0.396393	0.177403	
KANK3	0.268811611	4.039192	5.071294	
LONRF2	0	0	0	
KCNE3	-0.420411786	0.4556522	0.0876798	
